elev_m,ave_nbp_deg_k,overall_ave_mw,storage_ave_vap_mw,storage_shi,storage_lfl,storage_temp_deg_k,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_shi,discharge_lfl,discharge_temp_deg_k,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,discharge_diameter_in,release_orientation_rad,press_psia,area_conc_high_m2
1,373.1868718,19.18270522,20.04210796,0.000289439,,298.15,0.072359785,2.09E-05,0,0,0,0,26403.18072,7.64211389,1100.438304,0.318509915,20.04503935,0.000289858,,298.0108602,0.072464438,2.10E-05,0,0,0,0,26403.18072,7.653166638,1100.438304,0.318970574,0.4,0.01,314.6959,2.797782849
4,337.7189915,32.01695671,32.03733071,0.000199935,71823.19225,293.15,0.999677092,0.000199871,0,0,0,0,9370.034845,1.873401838,9353.398951,1.870075734,32.03733268,0.000199935,71823.18215,293.0919429,0.999677233,0.000199871,0,0,0,0,9370.034845,1.873402101,9353.398951,1.870075996,0.3,0.01,72.6959,2.778123073
1,338.0272564,31.79431156,31.98089739,0.000199131,72113.42083,338.2005,0.995653779,0.000198265,6.020923731,0.001198951,5.994755467,0.00119374,3145.21671,0.626309381,3089.708275,0.615255944,31.98093002,0.000199131,72113.25234,338.0278931,0.995656106,0.000198266,7.681704806,0.001529667,7.648336291,0.001523023,3145.21671,0.626310844,3089.708275,0.615257382,2,0.01,14.7959,2.770157299
1,372.0656732,18.14140373,24.36507743,0.00030903,129437.1229,303.15,0.15451516,4.77E-05,0,0,0,0,33.07351565,0.010220719,0.101505221,3.14E-05,24.36768131,0.000309157,129384.066,303.1320019,0.154578523,4.78E-05,0,0,0,0,33.07351565,0.01022491,0.101505221,3.14E-05,1.57,0.01,57.6959,2.733555102
1,403.8751703,89.13624,89.13624,0.001194513,17000,313.15,1,0.001194513,0,0,0,0,10.09690335,0.012060883,10.09690335,0.012060883,89.13624,0.001194513,17000,313.1467507,1,0.001194513,0,0,0,0,10.09690335,0.012060883,10.09690335,0.012060883,0.6,1.570796327,18.0359,2.66509572
1,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,313.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,159.4970677,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,0.5,0.01,848.6959,2.630504035
5,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,313.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,159.4970677,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,0.5,0.01,848.6959,2.577595929
6,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,313.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,159.4970677,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,0.5,0.01,848.6959,2.551503956
6,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,313.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,159.4970677,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,0.5,0.01,848.6959,2.551503956
5,271.3971461,39.473048,34.19036319,0.00185108,42976.41486,283.15,0.925539886,0.001713248,341.169125,0.631531266,315.765633,0.584507376,481.3410913,0.891000757,385.072873,0.712800606,34.28845028,0.001846418,42811.66102,281.9836004,0.923208927,0.001704629,346.4326986,0.63965952,319.8297599,0.590539379,481.3410913,0.888756785,385.072873,0.711005428,10,1.570796327,779.6959,2.54270528
6,369.9607953,63.82975769,64.52322468,0.000419636,32197.16479,439.15,0.104909043,4.40E-05,0,0,0,0,842.5262734,0.353554501,157.0319317,0.065896279,71.07304058,0.000372806,28151.10354,369.9607955,0.093201609,3.47E-05,0,0,0,0,842.5262734,0.314099217,157.0319317,0.058542515,0.5,0.01,104.6959,2.512381106
1,436.2868348,117.1894,117.1894,0.01,14000,302.15,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,117.1894,0.01,14000,302.1491452,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,3,0.01,15.6959,2.479785108
1,436.2868348,117.1894,117.1894,0.01,14000,302.15,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,117.1894,0.01,14000,302.1491452,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,3,0.01,15.6959,2.479785108
0,339.6726341,34.49036046,34.48286089,0.000348584,67147.86312,390.4,0.087146032,3.04E-05,11.99265587,0.00418045,1.045112376,0.00036431,12.00437889,0.004184536,1.049360238,0.00036579,34.12708092,0.000297734,67787.97735,347.0139647,0.074433548,2.22E-05,11.44167363,0.003406577,0.851644362,0.000253564,12.00437889,0.003574114,1.049360238,0.00031243,0.5,0.01,59.6959,2.413446491
0,339.6726341,34.49036046,34.48286089,0.000348584,67147.86312,390.4,0.087146032,3.04E-05,11.99265587,0.00418045,1.045112376,0.00036431,12.00437889,0.004184536,1.049360238,0.00036579,34.12708092,0.000297734,67787.97735,347.0139647,0.074433548,2.22E-05,11.44167363,0.003406577,0.851644362,0.000253564,12.00437889,0.003574114,1.049360238,0.00031243,0.5,0.01,59.6959,2.413446491
2,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,344.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,176.2989028,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,0.5,0.01,848.6959,2.381071455
0,304.9513798,59.11026,59.11026,0.001333333,20000,333.15,1,0.001333333,0,0,0,0,16.93445436,0.022579272,16.93445436,0.022579272,59.11026,0.001333333,20000,304.9513819,1,0.001333333,0,0,0,0,16.93445436,0.022579272,16.93445436,0.022579272,0.374,1.570796327,299.6959,2.372808241
1.5,337.6847609,32.04186,32.04186,0.0002,71800,303.15,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,32.04186,0.0002,71800,303.0858283,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,1,0.01,609.6959,2.330260722
6,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,344.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,176.2989028,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,0.5,0.01,848.6959,2.320680787
6,20.5655474,3.435864244,3.435864244,9.11E-05,41519.2362,313.15,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3.435864244,9.11E-05,41519.2362,159.4953106,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,0.5,0.01,848.6959,2.211464397
0,79.0917074,27.02723244,27.25236421,3.03E-05,,323.15,0.007568684,2.29E-07,20.11607265,0.000609009,0.152252194,4.61E-06,21.79431436,0.000659817,0.322144553,9.75E-06,27.02877518,5.56E-05,,332.5811906,0.013894809,7.72E-07,21.61333939,0.001201253,0.30031323,1.67E-05,21.79431436,0.001211311,0.322144553,1.79E-05,3,0.01,14.7059,2.191351262
1,373.1808762,18.81689381,18.75704034,0.000105926,,385.15,0.026481586,2.81E-06,0,0,0,0,5314.373402,0.562932138,152.0889416,0.016110225,18.80430646,0.000112676,,373.1808798,0.028169034,3.17E-06,28.39319478,0.003199235,0.799808858,9.01E-05,5314.373402,0.598803052,152.0889416,0.017136794,2,0.01,142.6959,2.149732338
1,280.2234025,45.08368,45.08368,0.002857143,28000,300.15,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,45.08368,0.002857143,28000,280.2234046,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,0.06,0.01,44.6959,2.139565612
1,389.2144209,116.15828,116.15828,0.000124218,14123.41588,402.15,0.941256332,0.000116921,0,0,0,0,19.80056867,0.002459579,18.81054024,0.0023366,116.15828,0.000124108,14122.33737,389.2144223,0.940424507,0.000116714,0,0,0,0,19.80056867,0.002457406,18.81054024,0.002334535,2,0.01,21.6959,2.013681874
1,331.170943,35.89236195,39.49849443,0.000146758,65191.80231,368.15,0.733787654,0.000107689,0,0,0,0,2786.10809,0.408882344,2403.106436,0.352673967,41.46228889,0.000132735,63649.02405,331.1709417,0.663677427,8.81E-05,0,0,0,0,2786.10809,0.36981541,2403.106436,0.318977499,0.28,0.01,594.6959,1.977337965
1,304.9374635,60.05196,60.05196,0.000222222,52000,288.15,1,0.000222222,0,0,0,0,432.9583914,0.096212976,432.9583914,0.096212976,60.05196,0.000222222,52000,288.0451068,1,0.000222222,0,0,0,0,432.9583914,0.096212976,432.9583914,0.096212976,0.3,0.01,72.6959,1.975155792
1,304.9374635,60.05196,60.05196,0.000222222,52000,288.15,1,0.000222222,0,0,0,0,432.9583914,0.096212976,432.9583914,0.096212976,60.05196,0.000222222,52000,288.0451068,1,0.000222222,0,0,0,0,432.9583914,0.096212976,432.9583914,0.096212976,1,0.01,72.6959,1.975155739
1,337.6847609,32.04186,32.04186,0.0002,71800,293.15,1,0.0002,0,0,0,0,1983.347199,0.39666944,1983.347199,0.39666944,32.04186,0.0002,71800,293.1329228,1,0.0002,0,0,0,0,1983.347199,0.39666944,1983.347199,0.39666944,1,0.01,31.6959,1.919264607
0,283.4926291,44.05256,44.05256,0.002,30000,298.15,1,0.002,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,44.05256,0.002,30000,294.675727,1,0.002,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,5,0.01,15.6959,1.851529209
2.5,337.6847609,32.04186,32.04186,0.0002,71800,383.15,1,0.0002,0,0,0,0,1560.458725,0.312091745,1560.458725,0.312091745,32.04186,0.0002,71800,337.6847602,1,0.0002,0,0,0,0,1560.458725,0.312091745,1560.458725,0.312091745,0.6,0.785398163,768.8919,1.754457254
3,266.7769947,31.0571,31.0571,0.002,49000,318.15,1,0.002,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,31.0571,0.002,49000,313.5908572,1,0.002,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,10,1.570796327,16.14628,1.711651203
6,20.6344264,5.19894496,5.19894496,0.000165714,38578.12069,518.15,0.058,9.61E-06,5.055771074,0.000837813,0.293234722,4.86E-05,5.055771074,0.000837813,0.293234722,4.86E-05,5.19894496,0.000165714,38578.12069,332.8956105,0.058,9.61E-06,5.055771074,0.000837813,0.293234722,4.86E-05,5.055771074,0.000837813,0.293234722,4.86E-05,0.87,0.01,132.1759,1.67673488
3,271.4520914,17.80713613,17.05648277,0.000652945,153019.6753,293.15,0.979417964,0.000639506,2.731920105,0.001783794,2.675691626,0.00174708,17.58107161,0.011479478,4.411870484,0.00288071,17.08422947,0.000637623,156569.0484,305.0144681,0.956434075,0.000609844,3.447257603,0.00219805,3.297074638,0.00210229,17.58107161,0.011210091,4.411870484,0.002813109,1,0.01,14.7959,1.64926747
3,271.4520914,17.80713613,17.05648277,0.000652945,153019.6753,293.15,0.979417964,0.000639506,2.731920105,0.001783794,2.675691626,0.00174708,17.58107161,0.011479478,4.411870484,0.00288071,17.08422947,0.000637623,156569.0484,305.0144681,0.956434075,0.000609844,3.447257603,0.00219805,3.297074638,0.00210229,17.58107161,0.011210091,4.411870484,0.002813109,1,0.01,14.7959,1.64926747
6,192.5209322,39.89115076,43.9403261,6.60E-05,,257.7889,0.00659922,4.35E-07,0,0,0,0,917.6546504,0.060558052,14.13290508,0.000932662,43.96193974,4.78E-05,,192.2961726,0.004783752,2.29E-07,0,0,0,0,917.6546504,0.043898326,14.13290508,0.000676083,0.527688,0.01,994.6959,1.639273658
2,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,313.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,159.4970677,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,0.4,0.01,848.6959,1.613506546
1,373.1790546,18.70519818,18.65984775,9.20E-05,,383.15,0.023011713,2.12E-06,0,0,0,0,316.4895631,0.029131868,7.79538125,0.00071754,18.6943275,9.70E-05,,373.1790554,0.024242675,2.35E-06,1.68618888,0.000163511,0.040877729,3.96E-06,316.4895631,0.030690214,7.79538125,0.000755924,0.27,0.01,43.6959,1.604707287
4,375.8935088,37.26098842,37.76842165,0.00273069,164550.3191,293.15,0.682672495,0.001864167,0,0,0,0,5403.553922,14.75543056,2624.730446,7.167325133,37.77053443,0.002731035,164535.9308,293.1167739,0.682758844,0.001864639,0,0,0,0,5403.553922,14.75729691,2624.730446,7.168231698,4,0.01,14.7959,1.581215631
4,239.7475658,17.03052,17.03052,0.000666667,150000,263.15,1,0.000666667,170.2825281,0.113521685,170.2825281,0.113521685,170.2825281,0.113521685,170.2825281,0.113521685,17.03052,0.000666667,150000,262.7184359,1,0.000666667,170.2825281,0.113521685,170.2825281,0.113521685,170.2825281,0.113521685,170.2825281,0.113521685,20,0.01,29.1959,1.534476548
3,337.6847609,32.04186,32.04186,0.0002,71800,296.15,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,32.04186,0.0002,71800,296.1341211,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,0.8,0.01,29.7959,1.503611245
1,373.4026953,31.38591604,31.38591604,0.00190938,251390.4311,418.15,0.477345075,0.000911433,3186.142468,6.083557665,1520.889416,2.903956291,3186.142468,6.083557665,1520.889416,2.903956291,31.38156303,0.001908759,251472.3017,373.4049647,0.477189668,0.00091084,3073.578612,5.866719833,1466.679958,2.799538091,3186.142468,6.08157707,1520.889416,2.903010864,0.28,0.01,43.6959,1.496308788
4,374.2279016,29.05558663,31.70963393,0.001917629,240463.1113,293.15,0.479407244,0.000919325,0,0,0,0,11320.87176,21.7092317,3573.379331,6.852415742,31.71174289,0.001917942,240428.4243,293.1234358,0.479485622,0.000919626,0,0,0,0,11320.87176,21.71278096,3573.379331,6.853536049,4,0.01,43.6959,1.453348346
5,626.9781016,342.4152636,228.7766385,0.003964651,4736.588446,373.15,0.109606179,0.00043455,0,0,0,0,2.650864699,0.010509752,2.438192416,0.009666581,228.7766303,0.003964648,4736.588624,373.1499791,0.109606121,0.00043455,0,0,0,0,2.650864699,0.010509747,2.438192416,0.009666576,2,0.01,14.7059,1.451599673
0.3,524.2345401,170.5511508,78.45792835,0.00541797,23071.95446,483.15,0.273376191,0.001481144,0,0,0,0,107.4641895,0.582237744,27.06896525,0.146658839,78.45792496,0.005417969,23071.95576,483.1499387,0.273376151,0.001481144,0,0,0,0,107.4641895,0.582237659,27.06896525,0.146658818,12,0.01,14.7059,1.429245132
0.3,524.2345401,170.5511508,78.45792835,0.00541797,23071.95446,483.15,0.273376191,0.001481144,0,0,0,0,107.4641895,0.582237744,27.06896525,0.146658839,78.45792496,0.005417969,23071.95576,483.1499387,0.273376151,0.001481144,0,0,0,0,107.4641895,0.582237659,27.06896525,0.146658818,12,0.01,14.7059,1.429245132
2,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,308.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,160.793125,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,0.5,0.01,463.6959,1.428020298
1,239.7475658,17.03052,17.03052,0.000666667,150000,293.15,1,0.000666667,0,0,0,0,3229.496222,2.152997481,3229.496222,2.152997481,17.03052,0.000666667,150000,239.7475665,1,0.000666667,0,0,0,0,3229.496222,2.152997481,3229.496222,2.152997481,0.08,0.01,129.6959,1.282016959
1,276.2287397,59.11026,59.11026,0.002,20000,300.15,1,0.002,0,0,0,0,30.78991701,0.061579834,30.78991701,0.061579834,59.11026,0.002,20000,276.2287392,1,0.002,0,0,0,0,30.78991701,0.061579834,30.78991701,0.061579834,0.06,0.01,59.6959,1.275782314
2,243.2129034,19.39270237,19.39270237,0.00056176,128053.3941,445.15,0.84264014,0.000473362,1289.144727,0.724190062,1086.285093,0.610231615,1289.144727,0.724190062,1086.285093,0.610231615,19.18637927,0.000570923,129711.0234,297.1715731,0.856384623,0.00048893,1266.040927,0.722811988,1084.217982,0.619005072,1289.144727,0.736002481,1086.285093,0.620185233,4,1.570796327,329.6959,1.268115987
3,79.8071802,31.92695504,31.92695504,0.000488,122950.8082,294.25,0.244,0.000119072,2505.719694,1.22279121,611.3956052,0.298361055,2505.719694,1.22279121,611.3956052,0.298361055,31.92695504,0.000488,122950.8082,291.811681,0.244,0.000119072,2505.719694,1.22279121,611.3956052,0.298361055,2505.719694,1.22279121,611.3956052,0.298361055,2,1.570796327,15.1959,1.240366962
3,79.8071802,31.92695504,31.92695504,0.000488,122950.8082,294.25,0.244,0.000119072,2505.719694,1.22279121,611.3956052,0.298361055,2505.719694,1.22279121,611.3956052,0.298361055,31.92695504,0.000488,122950.8082,291.811681,0.244,0.000119072,2505.719694,1.22279121,611.3956052,0.298361055,2505.719694,1.22279121,611.3956052,0.298361055,2,1.570796327,15.1959,1.240366962
3,79.8071802,31.92695504,31.92695504,0.000488,122950.8082,294.25,0.244,0.000119072,2505.719694,1.22279121,611.3956052,0.298361055,2505.719694,1.22279121,611.3956052,0.298361055,31.92695504,0.000488,122950.8082,291.811681,0.244,0.000119072,2505.719694,1.22279121,611.3956052,0.298361055,2505.719694,1.22279121,611.3956052,0.298361055,2,1.570796327,15.1959,1.240366962
3,79.8071802,31.92695504,31.92695504,0.000488,122950.8082,294.25,0.244,0.000119072,2505.719694,1.22279121,611.3956052,0.298361055,2505.719694,1.22279121,611.3956052,0.298361055,31.92695504,0.000488,122950.8082,291.811681,0.244,0.000119072,2505.719694,1.22279121,611.3956052,0.298361055,2505.719694,1.22279121,611.3956052,0.298361055,2,1.570796327,15.1959,1.240366962
1,373.1789372,18.69803753,18.6531468,9.11E-05,,383.15,0.022772483,2.07E-06,0,0,0,0,647.1267363,0.058946729,15.77379594,0.001436834,18.68727732,9.60E-05,,373.1789385,0.023990976,2.30E-06,3.447136623,0.000330801,0.082700172,7.94E-06,647.1267363,0.062100808,15.77379594,0.001513715,0.27,0.01,32.0959,1.237453921
1,373.1789372,18.69803753,18.6531468,9.11E-05,,383.15,0.022772483,2.07E-06,0,0,0,0,647.1267363,0.058946729,15.77379594,0.001436834,18.68727732,9.60E-05,,373.1789385,0.023990976,2.30E-06,3.447136623,0.000330801,0.082700172,7.94E-06,647.1267363,0.062100808,15.77379594,0.001513715,2,0.01,32.0959,1.237453921
1,271.4520914,17.80713613,17.05648277,0.000652945,153019.6753,293.15,0.979417964,0.000639506,2.731920105,0.001783794,2.675691626,0.00174708,17.58107161,0.011479478,4.411870484,0.00288071,17.08422947,0.000637623,156569.0484,305.0144681,0.956434075,0.000609844,3.447257603,0.00219805,3.297074638,0.00210229,17.58107161,0.011210091,4.411870484,0.002813109,1,0.01,14.7959,1.23337691
2,334.3846889,33.44669213,46.0582709,0.000157094,67470.40158,394.15,0.039273518,6.17E-06,0,0,0,0,627.8647802,0.098633835,73.00269197,0.01146829,50.52683744,0.00014375,57588.63378,334.1438406,0.646876334,9.30E-05,0,0,0,0,627.8647802,0.090255748,150.3697798,0.0216157,0.3,0.01,159.6959,1.20027449
1,337.6847609,32.04186,32.04186,0.0002,71800,353.15,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,32.04186,0.0002,71800,337.6847602,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,0.2,0.01,50.6959,1.132909519
6,304.9374635,60.05196,60.05196,0.000222222,52000,288.15,1,0.000222222,0,0,0,0,426.5713793,0.09479364,426.5713793,0.09479364,60.05196,0.000222222,52000,288.1104351,1,0.000222222,0,0,0,0,426.5713793,0.09479364,426.5713793,0.09479364,1,0.01,36.4959,1.096355983
1,486.7866285,44.83882721,25.60059364,0.00043096,249399.5042,300.15,0.280674124,0.000120959,0,0,0,0,25133.51562,10.83154238,24945.8487,10.75066542,25.60047528,0.000430953,249403.3958,300.1491839,0.280669745,0.000120956,0,0,0,0,25133.51562,10.83137336,24945.8487,10.75049767,1,0.01,15.6959,1.056008445
0.1,420.4487626,144.211,144.211,0.003932924,9600,308.15,1,0.003932924,0,0,0,0,1.751220769,0.006887419,1.751220769,0.006887419,144.211,0.003932924,9600,308.1299781,1,0.003932924,0,0,0,0,1.751220769,0.006887419,1.751220769,0.006887419,3,0.01,29.6959,1.047894652
3,280.2234025,45.08368,45.08368,0.002857143,28000,318.15,1,0.002857143,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,45.08368,0.002857143,28000,292.3827144,1,0.002857143,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,20,1.570796327,29.6959,1.030137257
0,304.9513798,59.11026,59.11026,0.001333333,20000,333.15,1,0.001333333,3.608510604,0.004811347,3.608510604,0.004811347,3.608510604,0.004811347,3.608510604,0.004811347,59.11026,0.001333333,20000,331.3770266,1,0.001333333,3.608510604,0.004811347,3.608510604,0.004811347,3.608510604,0.004811347,3.608510604,0.004811347,1,1.570796327,18.6959,1.027342483
0,304.9513798,59.11026,59.11026,0.001333333,20000,333.15,1,0.001333333,0.901704713,0.001202273,0.901704713,0.001202273,0.901704713,0.001202273,0.901704713,0.001202273,59.11026,0.001333333,20000,331.3770266,1,0.001333333,0.901704713,0.001202273,0.901704713,0.001202273,0.901704713,0.001202273,0.901704713,0.001202273,1,1.570796327,18.6959,1.027269416
0,82.375503,26.01937623,26.01937623,3.15E-05,,1198.15,0.004728685,1.49E-07,768.6579349,0.024231608,3.63474116,0.000114584,768.6579349,0.024231608,3.63474116,0.000114584,26.01937623,3.15E-05,,1181.267955,0.004728685,1.49E-07,768.6579349,0.024231608,3.63474116,0.000114584,768.6579349,0.024231608,3.63474116,0.000114584,0,0.01,15.6959,1.000645155
1,486.7866285,44.83882721,25.60059364,0.00043096,249399.5042,300.15,0.280674124,0.000120959,0,0,0,0,25133.51562,10.83154238,24945.8487,10.75066542,25.60047528,0.000430953,249403.3958,300.1491839,0.280669745,0.000120956,0,0,0,0,25133.51562,10.83137336,24945.8487,10.75049767,2,0.01,15.6959,0.965332311
1,328.9958445,35.61982552,55.34301521,0.000193499,57683.72506,327.15,0.870746512,0.000168489,0,0,0,0,339.6984635,0.065731389,128.9549916,0.024952691,55.34451514,0.000193508,57681.6302,327.1255058,0.870785555,0.000168504,0,0,0,0,339.6984635,0.065734337,128.9549916,0.02495381,0.27,0.01,32.0959,0.935722875
1,328.9958445,35.61982552,55.34301521,0.000193499,57683.72506,327.15,0.870746512,0.000168489,0,0,0,0,339.6984635,0.065731389,128.9549916,0.024952691,55.34451514,0.000193508,57681.6302,327.1255058,0.870785555,0.000168504,0,0,0,0,339.6984635,0.065734337,128.9549916,0.02495381,0.27,0.01,32.0959,0.935722875
2.2,264.8000753,28.23570003,28.23570003,0.000357883,65997.53786,393.15,0.125259074,4.48E-05,247.9131027,0.088723902,31.05336565,0.011113474,247.9131027,0.088723902,31.05336565,0.011113474,28.29821752,0.000360079,65590.73069,349.6745387,0.126027745,4.54E-05,246.2169378,0.088657616,31.03016549,0.011173319,247.9131027,0.089268369,31.05336565,0.011181673,1,0.01,34.6959,0.913548698
0.76,337.6847609,32.04186,32.04186,0.0002,71800,293.15,1,0.0002,0,0,0,0,3718.775999,0.7437552,3718.775999,0.7437552,32.04186,0.0002,71800,293.1495239,1,0.0002,0,0,0,0,3718.775999,0.7437552,3718.775999,0.7437552,12,0.01,15.1292,0.872658549
1,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,344.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,176.2989028,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,0.3,0.01,848.6959,0.818436811
1,337.2951719,33.35438532,47.15420662,0.000160223,69425.52683,380.15,0.040055816,6.42E-06,0,0,0,0,362.7708886,0.058124335,42.48833924,0.00680762,50.74885301,0.000157926,63169.37133,337.2951729,0.710667193,0.000112233,1.13E-05,1.79E-09,8.04E-06,1.27E-09,362.7708886,0.057290971,87.51680304,0.013821182,0.27,0.01,62.6959,0.808514297
1,337.6847609,32.04186,32.04186,0.0002,71800,398.15,1,0.0002,156.0458725,0.031209174,156.0458725,0.031209174,156.0458725,0.031209174,156.0458725,0.031209174,32.04186,0.0002,71800,365.0930743,1,0.0002,156.0458725,0.031209174,156.0458725,0.031209174,156.0458725,0.031209174,156.0458725,0.031209174,2,0.01,24.6959,0.803058336
3.6,626.9781016,342.4152636,215.1208967,0.000443104,5056.639302,311.15,0.012250004,5.43E-06,0,0,0,0,265.1274553,0.117479157,243.8569388,0.108054096,215.120884,0.000443101,5056.639619,311.1498426,0.012249914,5.43E-06,0,0,0,0,265.1274553,0.11747829,243.8569388,0.108053299,24,0.01,37.6959,0.801459735
0.5,337.6847609,32.04186,32.04186,0.0002,71800,303.15,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,32.04186,0.0002,71800,303.1498725,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,2,0.01,116.6959,0.799265532
3,373.3094177,25.72332062,22.71527017,0.00012591,183802.6899,303.15,0.102454629,1.29E-05,0,0,0,0,2234.353832,0.281328035,121.8944188,0.015347756,22.71515158,0.000125907,183807.1805,303.1398464,0.102452323,1.29E-05,0,0,0,0,2234.353832,0.281321705,121.8944188,0.015347411,1,0.01,29.6959,0.760112775
0,347.4025872,42.22136332,34.4886456,0.000349414,67137.55938,390.15,0.087353565,3.05E-05,0,0,0,0,191.4364796,0.066890636,69.57224343,0.024309534,34.2322276,0.000312796,67597.575,347.4025847,0.078199095,2.45E-05,0,0,0,0,191.4364796,0.059880638,69.57224343,0.021761946,0.5,0.01,59.6959,0.722953825
