,Unnamed: 0,study_id,elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,weather,hazard_type,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2,log_elev_m,log_ave_nbp_deg_k,log_overall_ave_mw,log_storage_ave_vap_mw,log_storage_shi,log_storage_lfl,log_storage_temp_deg_k,log_storage_vapor_mol_composition,log_storage_shi_times_total_vapor_moles,log_storage_component_vapor_moles,log_storage_shi_times_component_vapor_moles,log_storage_total_moles,log_storage_shi_times_total_moles,log_storage_component_total_moles,log_storage_shi_times_component_total_moles,log_discharge_ave_vap_mw,log_discharge_shi,log_discharge_lfl,log_discharge_temp_deg_k,log_discharge_vapor_mol_composition,log_discharge_shi_times_vapor_mol_composition,log_discharge_total_vapor_moles,log_discharge_shi_times_total_vapor_moles,log_discharge_component_vapor_moles,log_discharge_shi_times_component_vapor_moles,log_discharge_total_moles,log_discharge_shi_times_total_moles,log_discharge_component_total_moles,log_discharge_shi_times_component_total_moles,log_release_duration_sec,log_conc_low_ppm,log_area_conc_low_m2,log_conc_high_ppm,log_area_conc_high_m2,log_storage_key_component,log_discharge_key_component,log_weather,log_hazard_type,catastrophic_release,discharge_diameter,release_orientation,pressure,log_discharge_diam,log_press_psia
673,673,3354,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.65751568,64-18-6,0.003233402,148450.4601,19.90368461,0.808350452,0.002613722,0,0,0,0,980.1830639,3.169325692,675.5924546,2.184461865,3600,night,flash_fire,74225.23006,1.21892098,148450.4601,0.454286914,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,2.991307194,0.500872507,2.82968479,0.339250103,1.609140838,-2.490340297,5.171581548,2.466947186,-0.092400315,-2.582740607,0,0,0,0,2.991307194,0.500966871,2.82968479,0.339344467,3.556302501,4.870551552,0.085975552,5.171581548,-0.342669773,,,,,FALSE,0.2,0,73,-0.698970004,1.94297929
674,674,3353,1,101.6299279,38.99988589,40.08805094,64-18-6,0.003152079,152280.4223,20,0.788019854,0.002483901,0,0,0,0,969.3888128,3.055590523,616.0588501,1.941866421,40.09116702,64-18-6,0.003152524,152258.9273,19.94337519,0.788131102,0.002484603,0,0,0,0,969.3888128,3.056021892,616.0588501,1.942140561,3600,night,inhalation,317.2061088,39419.09441,3172.061088,1535.785739,0,2.573776323,1.591063336,1.603014942,-2.501402906,5.182644073,2.467089899,-0.10346284,0,0,0,2.986498003,0.485095154,2.789622201,0.288219352,1.603048698,-2.501341598,5.182582766,2.467006002,-0.103401534,-2.604742995,0,0,0,0,2.986498003,0.485156461,2.789622201,0.288280658,3.556302501,2.501341542,4.595706643,3.501341542,3.18633063,,,,,FALSE,0.5,0,40,-0.301029996,1.737954773
675,675,3353,1,101.6299279,38.99988589,40.08805094,64-18-6,0.003152079,152280.4223,20,0.788019854,0.002483901,0,0,0,0,969.3888128,3.055590523,616.0588501,1.941866421,40.09116702,64-18-6,0.003152524,152258.9273,19.94337519,0.788131102,0.002484603,0,0,0,0,969.3888128,3.056021892,616.0588501,1.942140561,3600,night,flash_fire,76129.46366,2.104442174,152258.9273,1.29955776,0,2.573776323,1.591063336,1.603014942,-2.501402906,5.182644073,2.467089899,-0.10346284,0,0,0,2.986498003,0.485095154,2.789622201,0.288219352,1.603048698,-2.501341598,5.182582766,2.467006002,-0.103401534,-2.604742995,0,0,0,0,2.986498003,0.485156461,2.789622201,0.288280658,3.556302501,4.88155277,0.323136997,5.182582766,0.113795587,,,,,FALSE,0.5,0,40,-0.301029996,1.737954773
676,676,3352,5,125.3921953,66.87315359,61.68378291,64-19-7,0.003671901,38008.68341,100,0.917975176,0.003370714,0,0,0,0,1521.828308,5.588002432,1101.547789,4.044774099,61.68377689,64-19-7,0.003671902,38008.69064,99.99951449,0.91797545,0.003370716,0,0,0,0,1521.828308,5.588004104,1101.547789,4.04477531,3600,night,inhalation,272.3384377,330.2587944,2723.384377,12.64331008,0.698970004,2.600474309,1.825251804,1.790171,-2.435109037,4.579882826,2.571883446,-0.037169063,0,0,0,3.182365658,0.747256586,3.042003343,0.606894271,1.790170958,-2.435108918,4.579882909,2.571882881,-0.037168933,-2.472277837,0,0,0,0,3.182365658,0.747256716,3.042003343,0.606894401,3.556302501,2.435108942,2.518854391,3.435108942,1.101860789,,,,,FALSE,1,0,0.18,0,1.17248325
677,677,3352,5,125.3921953,66.87315359,61.68378291,64-19-7,0.003671901,38008.68341,100,0.917975176,0.003370714,0,0,0,0,1521.828308,5.588002432,1101.547789,4.044774099,61.68377689,64-19-7,0.003671902,38008.69064,99.99951449,0.91797545,0.003370716,0,0,0,0,1521.828308,5.588004104,1101.547789,4.04477531,3600,night,flash_fire,19004.34532,1.464837882,38008.69064,0.743331185,0.698970004,2.600474309,1.825251804,1.790171,-2.435109037,4.579882826,2.571883446,-0.037169063,0,0,0,3.182365658,0.747256586,3.042003343,0.606894271,1.790170958,-2.435108918,4.579882909,2.571882881,-0.037168933,-2.472277837,0,0,0,0,3.182365658,0.747256716,3.042003343,0.606894401,3.556302501,4.278852913,0.165789563,4.579882909,-0.128817647,,,,,FALSE,1,0,0.18,0,1.17248325
678,678,3350,4,-194.4557357,28.97425795,28.97425795,74-88-4,1.01E-06,,25,0.0001262,1.27E-10,34513.39467,0.034844723,4.355590408,4.40E-06,34513.39467,0.034844723,4.355590408,4.40E-06,28.97425795,74-88-4,1.01E-06,,24.42037603,0.0001262,1.27E-10,34513.39467,0.034844723,4.355590408,4.40E-06,34513.39467,0.034844723,4.355590408,4.40E-06,3600,night,inhalation,990491.2837,6.31E-07,,,0.602059991,1.89594308,1.462012322,1.462012322,-5.995678626,,2.474434814,-3.898940645,-1.457862984,0.639047033,-5.356547324,4.537987678,-1.457862984,0.639047033,-5.356547324,1.462012322,-5.995678626,,2.473589694,-3.898940645,-9.896196279,4.537987678,-1.457862984,0.639047033,-5.356547324,4.537987678,-1.457862984,0.639047033,-5.356547324,3.556302501,5.995850658,-6.199970641,,,,,,,FALSE,1,6,0.1,0,1.170141387
679,679,3349,0,133.8205604,89.13624,89.13624,108-01-0,0.002240722,14000,20,1,0.002240722,0,0,0,0,9947.68767,22.28999829,9947.68767,22.28999829,89.13624,108-01-0,0.002240722,14000,19.99999116,1,0.002240722,0,0,0,0,9947.68767,22.28999829,9947.68767,22.28999829,10,night,flash_fire,7000,20.0158451,14000,18.88402666,0,2.609562994,1.95005431,1.95005431,-2.649612022,4.146128036,2.467089899,0,0,0,0,3.997722141,1.348110035,3.997722141,1.348110035,1.95005431,-2.649612022,4.146128036,2.467089885,0,-2.649612022,0,0,0,0,3.997722141,1.348110035,3.997722141,1.348110035,1,3.84509804,1.301373931,4.146128036,1.276094605,,,,,TRUE,20,0,0.0111,1.301029996,1.167524092
680,680,3348,1,84.21331961,19.16601423,37.42770102,124-40-3,0.002049034,,30,0.717161747,0.001469488,0,0,0,0,1565.270673,3.207292142,66.5429264,0.136348689,37.44817092,124-40-3,0.002051194,,29.83729349,0.717917975,0.001472589,0,0,0,0,1565.270673,3.21067415,66.5429264,0.136492466,3600,night,inhalation,487.5208757,28102.4348,4875.208757,740.8276384,0,2.553109974,1.282531806,1.573193152,-2.688450835,,2.481657573,-0.144382884,0,0,0,3.194589448,0.50613852,1.823101896,-0.865349033,1.57343061,-2.687993263,,2.481424416,-0.143925173,-2.831918448,0,0,0,0,3.194589448,0.506596231,1.823101896,-0.86489132,3.556302501,2.687993217,4.448743949,3.687993217,2.869717176,,,,,FALSE,0.2,0,340,-0.698970004,2.549856168
681,681,3343,0,362.9655691,351.359019,342.0882107,1116-76-3,0.033185467,3105.573846,300,0.917440821,0.030445702,0,0,0,0,2.057603346,0.068282527,2.02372572,0.067158283,342.0882036,1116-76-3,0.033185465,3105.573914,299.999875,0.91744077,0.030445698,0,0,0,0,2.057603346,0.068282524,2.02372572,0.067158279,3600,night,inhalation,30.13367457,97.0602083,301.3367457,25.52625386,0,2.803536025,2.545751106,2.534138107,-1.479052066,3.492141861,2.758268297,-0.03742194,0,0,0,0.313361657,-1.165690415,0.306151651,-1.172900416,2.534138098,-1.479052093,3.49214187,2.758268202,-0.037421964,-1.516474065,0,0,0,0,0.313361657,-1.165690434,0.306151651,-1.172900442,3.556302501,1.479052094,1.987041219,2.479052094,1.406987084,,,,,FALSE,26,0,0.029,1.414973348,1.168052354
682,682,3343,0,362.9655691,351.359019,342.0882107,1116-76-3,0.033185467,3105.573846,300,0.917440821,0.030445702,0,0,0,0,2.057603346,0.068282527,2.02372572,0.067158283,342.0882036,1116-76-3,0.033185465,3105.573914,299.999875,0.91744077,0.030445698,0,0,0,0,2.057603346,0.068282524,2.02372572,0.067158279,3600,night,flash_fire,1552.786957,2.204922441,301.3367457,25.52625386,0,2.803536025,2.545751106,2.534138107,-1.479052066,3.492141861,2.758268297,-0.03742194,0,0,0,0.313361657,-1.165690415,0.306151651,-1.172900416,2.534138098,-1.479052093,3.49214187,2.758268202,-0.037421964,-1.516474065,0,0,0,0,0.313361657,-1.165690434,0.306151651,-1.172900442,3.556302501,3.191111874,0.343393318,2.479052094,1.406987084,,,,,FALSE,26,0,0.029,1.414973348,1.168052354
683,683,3340,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.66040181,64-18-6,0.003233814,148431.5401,19.84718751,0.80845349,0.002614388,0,0,0,0,980.1830639,3.169729676,675.5924546,2.184740311,3600,night,inhalation,309.2323839,210490.1386,3092.323839,12128.84267,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,2.991307194,0.500872507,2.82968479,0.339250103,1.609171666,-2.490284963,5.171526194,2.466863452,-0.09234496,-2.582629959,0,0,0,0,2.991307194,0.501022226,2.82968479,0.339399822,3.556302501,2.490284968,5.323231754,3.490284968,4.083819363,,,,,FALSE,1,0,116,0,2.116261964
684,684,3340,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.66040181,64-18-6,0.003233814,148431.5401,19.84718751,0.80845349,0.002614388,0,0,0,0,980.1830639,3.169729676,675.5924546,2.184740311,3600,night,flash_fire,74215.77003,14.52788621,148431.5401,7.607050656,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,2.991307194,0.500872507,2.82968479,0.339250103,1.609171666,-2.490284963,5.171526194,2.466863452,-0.09234496,-2.582629959,0,0,0,0,2.991307194,0.501022226,2.82968479,0.339399822,3.556302501,4.870496198,1.16220243,5.171526194,0.881216308,,,,,FALSE,1,0,116,0,2.116261964
685,685,3339,0,133.8205604,89.13624,89.13624,108-01-0,0.002240722,14000,20,1,0.002240722,0,0,0,0,9947.68767,22.28999829,9947.68767,22.28999829,89.13624,108-01-0,0.002240722,14000,19.99999116,1,0.002240722,0,0,0,0,9947.68767,22.28999829,9947.68767,22.28999829,10,night,flash_fire,7000,20.0158451,14000,18.88402666,0,2.609562994,1.95005431,1.95005431,-2.649612022,4.146128036,2.467089899,0,0,0,0,3.997722141,1.348110035,3.997722141,1.348110035,1.95005431,-2.649612022,4.146128036,2.467089885,0,-2.649612022,0,0,0,0,3.997722141,1.348110035,3.997722141,1.348110035,1,3.84509804,1.301373931,4.146128036,1.276094605,,,,,TRUE,20,0,0.0111,1.301029996,1.167524092
686,686,3338,1.5,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,27,1,0.002857143,0,0,0,0,2173.735596,6.21067313,2173.735596,6.21067313,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,2173.735596,6.21067313,2173.735596,6.21067313,10,night,inhalation,350,4975281.046,3500,784530.7442,0.176091259,2.447504402,1.654019359,1.654019359,-2.544068023,4.447158031,2.477338348,0,0,0,0,3.337206717,0.793138673,3.337206717,0.793138673,1.654019359,-2.544068023,4.447158031,2.447504405,0,-2.544068023,0,0,0,0,3.337206717,0.793138673,3.337206717,0.793138673,1,2.544068044,6.696817618,3.544068044,5.894609967,,,,,TRUE,0.6,6,120,-0.22184875,2.129354376
687,687,3338,1.5,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,27,1,0.002857143,0,0,0,0,2173.735596,6.21067313,2173.735596,6.21067313,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,2173.735596,6.21067313,2173.735596,6.21067313,10,night,flash_fire,14000,241954.783,28000,121034.1204,0.176091259,2.447504402,1.654019359,1.654019359,-2.544068023,4.447158031,2.477338348,0,0,0,0,3.337206717,0.793138673,3.337206717,0.793138673,1.654019359,-2.544068023,4.447158031,2.447504405,0,-2.544068023,0,0,0,0,3.337206717,0.793138673,3.337206717,0.793138673,1,4.146128036,5.383734212,4.447158031,5.082907818,,,,,TRUE,0.6,6,120,-0.22184875,2.129354376
688,688,3337,6,-189.4712567,36.48025888,36.48025888,124-40-3,0.001417143,56451.6113,0,0.496,0.000702903,1.918846032,0.002719279,0.951747632,0.001348762,1.918846032,0.002719279,0.951747632,0.001348762,36.48025888,124-40-3,0.001417143,56451.6113,-0.325981173,0.496,0.000702903,1.918846032,0.002719279,0.951747632,0.001348762,1.918846032,0.002719279,0.951747632,0.001348762,3600,night,inhalation,705.6451613,47.5631162,7056.451613,0.000779099,0.77815125,1.922615149,1.562057912,1.562057912,-2.848586324,4.751676343,2.436401205,-0.304518324,-2.565546231,-0.021478195,-2.870064678,0.283040128,-2.565546231,-0.021478195,-2.870064678,1.562057912,-2.848586324,4.751676343,2.435882602,-0.304518324,-3.153104603,0.283040128,-2.565546231,-0.021478195,-2.870064678,0.283040128,-2.565546231,-0.021478195,-2.870064678,3.556302501,2.848586368,1.677270301,3.848586368,-3.108407353,,,,,FALSE,8,6,60,0.903089987,1.873296764
689,689,3336,1.5,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,27,1,0.002857143,0,0,0,0,66.5429264,0.190122647,66.5429264,0.190122647,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,66.5429264,0.190122647,66.5429264,0.190122647,3600,night,inhalation,350,154980.9476,3500,17753.24854,0.176091259,2.447504402,1.654019359,1.654019359,-2.544068023,4.447158031,2.477338348,0,0,0,0,1.823101896,-0.720966148,1.823101896,-0.720966148,1.654019359,-2.544068023,4.447158031,2.447504405,0,-2.544068023,0,0,0,0,1.823101896,-0.720966148,1.823101896,-0.720966148,3.556302501,2.544068044,5.190278312,3.544068044,4.249277833,,,,,FALSE,0.6,0,100,-0.22184875,2.059547894
690,690,3336,1.5,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,27,1,0.002857143,0,0,0,0,66.5429264,0.190122647,66.5429264,0.190122647,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,66.5429264,0.190122647,66.5429264,0.190122647,3600,night,flash_fire,14000,744.5348114,28000,40.17356047,0.176091259,2.447504402,1.654019359,1.654019359,-2.544068023,4.447158031,2.477338348,0,0,0,0,1.823101896,-0.720966148,1.823101896,-0.720966148,1.654019359,-2.544068023,4.447158031,2.447504405,0,-2.544068023,0,0,0,0,1.823101896,-0.720966148,1.823101896,-0.720966148,3.556302501,4.146128036,2.871885008,4.447158031,1.603940324,,,,,FALSE,0.6,0,100,-0.22184875,2.059547894
691,691,3335,2.5,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,110,1,0.0002,0,0,0,0,1560.458725,0.312091745,1560.458725,0.312091745,32.04186,67-56-1,0.0002,71800,64.53476023,1,0.0002,0,0,0,0,1560.458725,0.312091745,1560.458725,0.312091745,3600,night,inhalation,5000,7.60197607,50000,1.754457254,0.397940009,2.528511462,1.505717719,1.505717719,-3.698970004,4.856124444,2.58336883,0,0,0,0,3.193252286,-0.505717719,3.193252286,-0.505717719,1.505717719,-3.698970004,4.856124444,2.528511461,0,-3.698970004,0,0,0,0,3.193252286,-0.505717719,3.193252286,-0.505717719,3.556302501,3.698970004,0.880926498,4.698970004,0.244142791,,,,,FALSE,0.6,3,754.196,-0.22184875,2.885865286
692,692,3335,2.5,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,110,1,0.0002,0,0,0,0,1560.458725,0.312091745,1560.458725,0.312091745,32.04186,67-56-1,0.0002,71800,64.53476023,1,0.0002,0,0,0,0,1560.458725,0.312091745,1560.458725,0.312091745,3600,night,flash_fire,35900,2.655998831,71800,0.784604953,0.397940009,2.528511462,1.505717719,1.505717719,-3.698970004,4.856124444,2.58336883,0,0,0,0,3.193252286,-0.505717719,3.193252286,-0.505717719,1.505717719,-3.698970004,4.856124444,2.528511461,0,-3.698970004,0,0,0,0,3.193252286,-0.505717719,3.193252286,-0.505717719,3.556302501,4.555094449,0.42422788,4.856124444,-0.105348955,,,,,FALSE,0.6,3,754.196,-0.22184875,2.885865286
693,693,3333,1,77.45696784,73.13684,73.13684,109-73-9,0.003333333,17000,27,1,0.003333333,0,0,0,0,662.5115332,2.208371777,662.5115332,2.208371777,73.13684,109-73-9,0.003333333,17000,26.94704598,1,0.003333333,0,0,0,0,662.5115332,2.208371777,662.5115332,2.208371777,10,night,inhalation,300,27230.91645,3000,4753.556551,0,2.544820543,1.864136192,1.864136192,-2.477121298,4.230448921,2.477338348,0,0,0,0,2.821193443,0.344072188,2.821193443,0.344072188,1.864136192,-2.477121298,4.230448921,2.47726172,0,-2.477121298,0,0,0,0,2.821193443,0.344072188,2.821193443,0.344072188,1,2.477121255,4.435062258,3.477121255,3.677018665,,,,,TRUE,,6,35,0,1.69632056
694,694,3333,1,77.45696784,73.13684,73.13684,109-73-9,0.003333333,17000,27,1,0.003333333,0,0,0,0,662.5115332,2.208371777,662.5115332,2.208371777,73.13684,109-73-9,0.003333333,17000,26.94704598,1,0.003333333,0,0,0,0,662.5115332,2.208371777,662.5115332,2.208371777,10,night,flash_fire,8500,2589.925199,17000,1193.135506,0,2.544820543,1.864136192,1.864136192,-2.477121298,4.230448921,2.477338348,0,0,0,0,2.821193443,0.344072188,2.821193443,0.344072188,1.864136192,-2.477121298,4.230448921,2.47726172,0,-2.477121298,0,0,0,0,2.821193443,0.344072188,2.821193443,0.344072188,1,3.929418926,3.413287221,4.230448921,3.07668977,,,,,TRUE,,6,35,0,1.69632056
695,695,3332,6,201.5360366,69.25511268,63.84758401,107-21-1,0.001059339,30001.81057,175,0.959599533,0.001016541,0,0,0,0,91.68998149,0.09713079,76.73055805,0.081283687,63.84757154,107-21-1,0.001059339,30001.81734,174.9986587,0.959599816,0.001016542,0,0,0,0,91.68998149,0.097130819,76.73055805,0.081283711,10,night,inhalation,943.9844391,835.1953147,9439.844391,355.1113604,0.77815125,2.676406457,1.84045184,1.805144468,-2.974965039,4.477147465,2.651423401,-0.017909972,0,0,0,1.962321885,-1.012643079,1.884968357,-1.089996605,1.805144383,-2.974965039,4.477147563,2.651422101,-0.017909844,-2.992874673,0,0,0,0,1.962321885,-1.012642949,1.884968357,-1.089996477,1,2.974964835,2.921788049,3.974964835,2.550364566,,,,,TRUE,3,0,1,0.477121255,1.195786223
696,696,3332,6,201.5360366,69.25511268,63.84758401,107-21-1,0.001059339,30001.81057,175,0.959599533,0.001016541,0,0,0,0,91.68998149,0.09713079,76.73055805,0.081283687,63.84757154,107-21-1,0.001059339,30001.81734,174.9986587,0.959599816,0.001016542,0,0,0,0,91.68998149,0.097130819,76.73055805,0.081283711,10,night,flash_fire,15000.90867,298.0375417,30001.81734,246.7958089,0.77815125,2.676406457,1.84045184,1.805144468,-2.974965039,4.477147465,2.651423401,-0.017909972,0,0,0,1.962321885,-1.012643079,1.884968357,-1.089996605,1.805144383,-2.974965039,4.477147563,2.651422101,-0.017909844,-2.992874673,0,0,0,0,1.962321885,-1.012642949,1.884968357,-1.089996477,1,4.176117567,2.474270973,4.477147563,2.39233778,,,,,TRUE,3,0,1,0.477121255,1.195786223
697,697,3331,0,73.74368809,41.78731952,34.49015631,64-19-7,0.00034963,,117.25,0.0874075,3.06E-05,119.4665243,0.041769081,10.4422702,0.003650931,2125.725402,0.74321737,739.5954055,0.258584741,34.64094703,64-19-7,0.000371164,,75.72872999,0.092790933,3.44E-05,397.1514966,0.147408232,36.85205797,0.013678147,2125.725402,0.788992175,739.5954055,0.274510991,10,night,inhalation,2694.228751,1564449.909,26942.28751,324378.0751,0,2.540196398,1.621044514,1.537695163,-3.45639131,,2.591509809,-1.058451301,-1.37914508,1.018794927,-2.437596375,3.327507162,-0.128884149,2.868994205,-0.587397106,1.539589756,-3.430434154,,2.542674493,-1.032494458,-4.463441557,2.598956203,-0.831478263,1.566461746,-1.863972733,3.327507162,-0.102927304,2.868994205,-0.561440262,1,3.430434466,6.194361662,4.430434466,5.511051492,,,,,TRUE,,0,45,0,1.775944504
698,698,3329,0,-190.774497,26.01937623,26.01937623,7647-01-0,3.15E-05,,925,0.004728685,1.49E-07,768.6579349,0.024231608,3.63474116,0.000114584,768.6579349,0.024231608,3.63474116,0.000114584,26.01937623,7647-01-0,3.15E-05,,908.1179551,0.004728685,1.49E-07,768.6579349,0.024231608,3.63474116,0.000114584,768.6579349,0.024231608,3.63474116,0.000114584,3600,night,inhalation,31721.29326,38.12679998,317212.9326,1.000645155,0,1.915798079,1.415296881,1.415296881,-4.501689446,,3.078511192,-2.325259615,-1.615617765,0.560473489,-3.940876021,2.885733115,-1.615617765,0.560473489,-3.940876021,1.415296881,-4.501689446,,3.072348423,-2.325259615,-6.826813732,2.885733115,-1.615617765,0.560473489,-3.940876021,2.885733115,-1.615617765,0.560473489,-3.940876021,3.556302501,4.501350885,1.581230356,5.501350885,0.000280097,,,,,FALSE,12,0,1,1.079181246,1.195786223
699,699,3328,3.6,56.1365639,58.07914,58.07914,67-64-1,0.000175436,26000,80,1,0.000175436,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,58.07914,67-64-1,0.000175436,26000,79.766067,1,0.000175436,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,10,night,inhalation,5700.084402,4.378888336,57000.84402,0.326885367,0.556302501,2.51757401,1.764020177,1.764020177,-3.755881283,4.414973348,2.547959211,0,-6.806875402,-3.050865277,-6.806875402,-3.050865277,-6.806875402,-3.050865277,-6.806875402,1.764020177,-3.755881283,4.414973348,2.547671431,0,-3.755881283,-3.050865277,-6.806875402,-3.050865277,-6.806875402,-3.050865277,-6.806875402,-3.050865277,-6.806875402,1,3.755881286,0.641363871,4.755881286,-0.48560452,,,,,TRUE,,0,0.1,0,1.170141387
700,700,3328,3.6,56.1365639,58.07914,58.07914,67-64-1,0.000175436,26000,80,1,0.000175436,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,58.07914,67-64-1,0.000175436,26000,79.766067,1,0.000175436,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,10,night,flash_fire,13000,1.885241817,26000,0.800182716,0.556302501,2.51757401,1.764020177,1.764020177,-3.755881283,4.414973348,2.547959211,0,-6.806875402,-3.050865277,-6.806875402,-3.050865277,-6.806875402,-3.050865277,-6.806875402,1.764020177,-3.755881283,4.414973348,2.547671431,0,-3.755881283,-3.050865277,-6.806875402,-3.050865277,-6.806875402,-3.050865277,-6.806875402,-3.050865277,-6.806875402,1,4.113943352,0.275367064,4.414973348,-0.096810834,,,,,TRUE,,0,0.1,0,1.170141387
701,701,3327,0,73.74283922,41.78658771,34.33644006,64-19-7,0.000327678,,116,0.081919621,2.68E-05,0,0,0,0,17156.78195,5.621908305,5968.84444,1.955861899,34.46600511,64-19-7,0.000346181,,75.10660621,0.08654527,3.00E-05,2316.417141,0.801899789,200.4749473,0.069400634,17156.78195,5.939353315,5968.84444,2.066301018,10,night,inhalation,2888.661617,1769797.705,28886.61617,188490.853,0,2.540195335,1.621036908,1.535755266,-3.484552716,,2.590117035,-1.086612066,0,0,0,4.234435832,0.749883758,3.77589026,0.291338187,1.537390948,-3.460696772,,2.541899363,-1.062756663,-4.522878745,3.36481677,-0.095879901,2.302060108,-1.158636562,4.234435832,0.773739161,3.77589026,0.31519359,1,3.460696671,6.247923628,4.460696671,5.27529028,,,,,TRUE,,0,45,0,1.775944504
702,702,3326,0,73.74283922,41.78658771,34.09153136,64-19-7,0.000292704,,73,0.073176049,2.14E-05,0,0,0,0,18260.62807,5.344962421,6352.872505,1.859512426,34.0915207,64-19-7,0.000292703,,72.9982852,0.073175668,2.14E-05,0,0,0,0,18260.62807,5.34493462,6352.872505,1.859502754,10,night,inhalation,3416.43619,182724.8187,,,0,2.540195335,1.621036908,1.53264651,-3.533571343,,2.539264336,-1.135631043,0,0,0,4.261515711,0.727944656,3.80297014,0.269399085,1.532646374,-3.533572826,,2.539262184,-1.135633304,-4.669586227,0,0,0,0,4.261515711,0.727942397,3.80297014,0.269396826,1,3.533573314,5.26179754,,,,,,,TRUE,,0,1,0,1.195786223
