,Unnamed: 0,study_id,elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,weather,hazard_type,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2,log_elev_m,log_ave_nbp_deg_k,log_overall_ave_mw,log_storage_ave_vap_mw,log_storage_shi,log_storage_lfl,log_storage_temp_deg_k,log_storage_vapor_mol_composition,log_storage_shi_times_total_vapor_moles,log_storage_component_vapor_moles,log_storage_shi_times_component_vapor_moles,log_storage_total_moles,log_storage_shi_times_total_moles,log_storage_component_total_moles,log_storage_shi_times_component_total_moles,log_discharge_ave_vap_mw,log_discharge_shi,log_discharge_lfl,log_discharge_temp_deg_k,log_discharge_vapor_mol_composition,log_discharge_shi_times_vapor_mol_composition,log_discharge_total_vapor_moles,log_discharge_shi_times_total_vapor_moles,log_discharge_component_vapor_moles,log_discharge_shi_times_component_vapor_moles,log_discharge_total_moles,log_discharge_shi_times_total_moles,log_discharge_component_total_moles,log_discharge_shi_times_component_total_moles,log_release_duration_sec,log_conc_low_ppm,log_area_conc_low_m2,log_conc_high_ppm,log_area_conc_high_m2,log_storage_key_component,log_discharge_key_component,log_weather,log_hazard_type,catastrophic_release,discharge_diameter,release_orientation,pressure,log_discharge_diam,log_press_psia
1107,1107,2909,5,-1.752853883,39.473048,34.19036319,74-89-5,0.00185108,42976.41486,10,0.925539886,0.001713248,341.169125,0.631531266,315.765633,0.584507376,481.3410913,0.891000757,385.072873,0.712800606,34.28845028,74-89-5,0.001846418,42811.66102,8.833600381,0.923208927,0.001704629,346.4326986,0.63965952,319.8297599,0.590539379,481.3410913,0.888756785,385.072873,0.711005428,3600,night,flash_fire,21405.83051,0.378368043,42811.66102,0.328519925,0.698970004,2.433605277,1.596300663,1.533903714,-2.732574811,4.633230183,2.452016566,-0.033604861,-0.199605143,2.499364861,-0.233210004,2.682452938,-0.050121927,2.585542925,-0.14703194,1.535147857,-2.733669975,4.631562078,2.450223851,-0.034700005,-2.768370127,2.539618877,-0.194051132,2.504918872,-0.228751137,2.682452938,-0.051217071,2.585542925,-0.148127084,3.556302501,4.330532082,-0.422085551,4.631562078,-0.483438285,,,,,FALSE,10,6,765,1,2.891925251
1108,1108,2908,3,-251.497026,9.814146,9.814146,630-08-0,0.0006,50251.25628,25,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,9.814146,630-08-0,0.0006,50251.25628,19.40043185,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,3600,night,inhalation,1666.666667,995.2831693,16666.66667,341.2413512,0.477121255,1.335517554,0.991852514,0.991852514,-3.22184875,4.701146924,2.474434814,-0.522878745,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,0.991852514,-3.22184875,4.701146924,2.466200744,-0.522878745,-3.744727495,3.008147485,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,3.556302501,3.22184875,2.99794666,4.22184875,2.533061653,,,,,FALSE,8,0,765,0.903089987,2.891925251
1109,1109,2908,3,-251.497026,9.814146,9.814146,630-08-0,0.0006,50251.25628,25,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,9.814146,630-08-0,0.0006,50251.25628,19.40043185,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,3600,night,flash_fire,25125.62814,244.6176641,50251.25628,111.6984479,0.477121255,1.335517554,0.991852514,0.991852514,-3.22184875,4.701146924,2.474434814,-0.522878745,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,0.991852514,-3.22184875,4.701146924,2.466200744,-0.522878745,-3.744727495,3.008147485,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,3.556302501,4.400116928,2.388487815,4.701146924,2.048047138,,,,,FALSE,8,0,765,0.903089987,2.891925251
1110,1110,2907,3,-251.497026,9.814146,9.814146,630-08-0,0.0006,50251.25628,25,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,9.814146,630-08-0,0.0006,50251.25628,19.40043185,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,3600,night,inhalation,1666.666667,1023.414283,16666.66667,348.0955989,0.477121255,1.335517554,0.991852514,0.991852514,-3.22184875,4.701146924,2.474434814,-0.522878745,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,0.991852514,-3.22184875,4.701146924,2.466200744,-0.522878745,-3.744727495,3.008147485,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,3.556302501,3.22184875,3.010051474,4.22184875,2.541698532,,,,,FALSE,8,0,765,0.903089987,2.891925251
1111,1111,2907,3,-251.497026,9.814146,9.814146,630-08-0,0.0006,50251.25628,25,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,9.814146,630-08-0,0.0006,50251.25628,19.40043185,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,3600,night,flash_fire,25125.62814,255.1305519,50251.25628,114.4343508,0.477121255,1.335517554,0.991852514,0.991852514,-3.22184875,4.701146924,2.474434814,-0.522878745,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,0.991852514,-3.22184875,4.701146924,2.466200744,-0.522878745,-3.744727495,3.008147485,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,3.556302501,4.400116928,2.406762469,4.701146924,2.05855641,,,,,FALSE,8,0,765,0.903089987,2.891925251
1112,1112,2906,3,-251.497026,9.814146,9.814146,630-08-0,0.0006,50251.25628,25,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,9.814146,630-08-0,0.0006,50251.25628,-121.4579506,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,3600,night,inhalation,1666.666667,46959.28001,16666.66667,8315.287222,0.477121255,1.335517554,0.991852514,0.991852514,-3.22184875,4.701146924,2.474434814,-0.522878745,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,0.991852514,-3.22184875,4.701146924,2.180962819,-0.522878745,-3.744727495,3.008147485,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,3.556302501,3.22184875,4.67172143,4.22184875,3.919877255,,,,,FALSE,8,0,765,0.903089987,2.891925251
1113,1113,2906,3,-251.497026,9.814146,9.814146,630-08-0,0.0006,50251.25628,25,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,9.814146,630-08-0,0.0006,50251.25628,-121.4579506,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,3600,night,flash_fire,25125.62814,4849.730009,50251.25628,1407.64947,0.477121255,1.335517554,0.991852514,0.991852514,-3.22184875,4.701146924,2.474434814,-0.522878745,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,0.991852514,-3.22184875,4.701146924,2.180962819,-0.522878745,-3.744727495,3.008147485,-0.213701264,2.48526874,-0.736580008,3.008147485,-0.213701264,2.48526874,-0.736580008,3.556302501,4.400116928,3.685717562,4.701146924,3.148494521,,,,,FALSE,8,0,765,0.903089987,2.891925251
1114,1114,2905,0.1,-4.566452246,54.09044,54.09044,106-99-0,0.0002,16900,30,1,0.0002,0,0,0,0,10134.26753,2.026853506,10134.26753,2.026853506,54.09044,106-99-0,0.0002,16900,-4.56644978,1,0.0002,0,0,0,0,10134.26753,2.026853506,10134.26753,2.026853506,3600,night,inhalation,5000,9215.696844,50000,19.13435281,-1,2.429079406,1.733120514,1.733120514,-3.698970004,4.227886705,2.481657573,0,0,0,0,4.005792365,0.306822361,4.005792365,0.306822361,1.733120514,-3.698970004,4.227886705,2.42907941,0,-3.698970004,0,0,0,0,4.005792365,0.306822361,4.005792365,0.306822361,3.556302501,3.698970004,3.96452818,4.698970004,1.281813777,,,,,FALSE,1,0,35,0,1.69632056
1115,1115,2905,0.1,-4.566452246,54.09044,54.09044,106-99-0,0.0002,16900,30,1,0.0002,0,0,0,0,10134.26753,2.026853506,10134.26753,2.026853506,54.09044,106-99-0,0.0002,16900,-4.56644978,1,0.0002,0,0,0,0,10134.26753,2.026853506,10134.26753,2.026853506,3600,night,flash_fire,8450,4080.010717,16900,684.6506814,-1,2.429079406,1.733120514,1.733120514,-3.698970004,4.227886705,2.481657573,0,0,0,0,4.005792365,0.306822361,4.005792365,0.306822361,1.733120514,-3.698970004,4.227886705,2.42907941,0,-3.698970004,0,0,0,0,4.005792365,0.306822361,4.005792365,0.306822361,3.556302501,3.926856709,3.610661304,4.227886705,2.835469045,,,,,FALSE,1,0,35,0,1.69632056
1116,1116,2904,3,-191.2973255,34.65734659,34.70419356,75-50-3,0.000318311,,35,0.15915536,5.07E-05,258.1463995,0.082170767,41.08538326,0.013077918,259.6852006,0.082660583,41.17137153,0.013105289,34.69221112,75-50-3,0.000317993,,35.00688745,0.158996445,5.06E-05,258.5539233,0.082218309,41.10915454,0.013072419,259.6852006,0.082578047,41.17137153,0.013092203,3600,night,inhalation,3144.724408,0.727750167,31447.24408,0.022815616,0.477121255,1.913032874,1.53979531,1.540381957,-3.497148353,,2.488762172,-0.798178731,-1.085282659,1.613687343,-1.88346139,2.4144472,-1.082701536,1.614595335,-1.882553397,1.540231981,-3.49758244,,2.488771879,-0.798612586,-4.295849483,2.412551132,-1.08503146,1.613938545,-1.88364404,2.4144472,-1.083135393,1.614595335,-1.882987269,3.556302501,3.497582591,-0.138017686,4.497582591,-1.641767801,,,,,FALSE,2,0,2.9,0.301029996,1.245411485
1117,1117,2898,1,10.34262908,44.05256,44.05256,75-21-8,0.002,30000,10,1,0.002,0,0,0,0,4028.065707,8.056131413,4028.065707,8.056131413,44.05256,75-21-8,0.002,30000,9.893045452,1,0.002,0,0,0,0,4028.065707,8.056131413,4028.065707,8.056131413,3600,night,inhalation,500,12898.26741,5000,1266.873211,0,2.452541772,1.643971151,1.643971151,-2.698970004,4.477121255,2.452016566,0,0,0,0,3.605096546,0.906126542,3.605096546,0.906126542,1.643971151,-2.698970004,4.477121255,2.451852488,0,-2.698970004,0,0,0,0,3.605096546,0.906126542,3.605096546,0.906126542,3.556302501,2.698970004,4.110531377,3.698970004,3.102733153,,,,,FALSE,0.197,0,52.5,-0.705533774,1.827342775
