elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_shi,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_shi,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,conc_low_ppm,area_conc_low_m2,conc_high_ppm,catastrophic_release_01,discharge_diameter,release_orientation,pressure_psig,area_conc_high_m2
1,131.7307816,67.94547718,55.42796467,0.003610328,100,0.60762565,0.002193728,0,0,0,0,271.2910523,0.979449669,237.3796707,0.857018461,55.41735337,0.003608444,99.77290081,0.607308597,0.002191439,0,0,0,0,271.2910523,0.978938601,237.3796707,0.856571276,3600,277.1277503,510.7363721,2771.277503,0,0.5,0,129,146.1525996
0.2,133.8205604,89.13624,89.13624,0.002240722,65,1,0.002240722,0,0,0,0,229.9850207,0.515332396,229.9850207,0.515332396,89.13624,0.002240722,64.99988269,1,0.002240722,0,0,0,0,229.9850207,0.515332396,229.9850207,0.515332396,10,446.2848108,167.6618784,4462.848108,1,3,0,0.1,151.1538406
0.2,133.8205604,89.13624,89.13624,0.002240722,65,1,0.002240722,0,0,0,0,229.9850207,0.515332396,229.9850207,0.515332396,89.13624,0.002240722,64.99988269,1,0.002240722,0,0,0,0,229.9850207,0.515332396,229.9850207,0.515332396,10,446.2848108,167.6618784,4462.848108,1,3,0,0.1,151.1538406
0.2,133.8205604,89.13624,89.13624,0.002240722,29,1,0.002240722,0,0,0,0,1009.690335,2.262434908,1009.690335,2.262434908,89.13624,0.002240722,28.99913066,1,0.002240722,0,0,0,0,1009.690335,2.262434908,1009.690335,2.262434908,10,446.2848108,261.0585175,4462.848108,1,3,0,1,160.585655
0.2,133.8205604,89.13624,89.13624,0.002240722,29,1,0.002240722,0,0,0,0,1009.690335,2.262434908,1009.690335,2.262434908,89.13624,0.002240722,28.99913066,1,0.002240722,0,0,0,0,1009.690335,2.262434908,1009.690335,2.262434908,10,446.2848108,261.0585175,4462.848108,1,3,0,1,160.585655
3,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,6102.430043,19.7273215,4206.107862,13.59708206,40.65261034,0.003232701,19.99972852,0.808175327,0.002612589,0,0,0,0,6102.430043,19.72733358,4206.107862,13.59709039,3600,309.3388176,3706.455523,3093.388176,0,1,0,0.1,163.0317843
3,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,6102.430043,19.7273215,4206.107862,13.59708206,40.65261034,0.003232701,19.99972852,0.808175327,0.002612589,0,0,0,0,6102.430043,19.72733358,4206.107862,13.59709039,3600,309.3388176,3706.455523,3093.388176,0,1,0,0.1,163.0317843
0.2,133.8205604,89.13624,89.13624,0.002240722,29,1,0.002240722,0,0,0,0,246.8131929,0.553039644,246.8131929,0.553039644,89.13624,0.002240722,28.99991319,1,0.002240722,0,0,0,0,246.8131929,0.553039644,246.8131929,0.553039644,10,446.2848108,163.8352298,4462.848108,1,3,0,0.1,165.2389142
0.2,133.8205604,89.13624,89.13624,0.002240722,29,1,0.002240722,0,0,0,0,246.8131929,0.553039644,246.8131929,0.553039644,89.13624,0.002240722,28.99991319,1,0.002240722,0,0,0,0,246.8131929,0.553039644,246.8131929,0.553039644,10,446.2848108,163.8352298,4462.848108,1,3,0,0.1,165.2389142
0.2,133.8205604,89.13624,89.13624,0.002240722,29,1,0.002240722,0,0,0,0,246.8131929,0.553039644,246.8131929,0.553039644,89.13624,0.002240722,28.99991319,1,0.002240722,0,0,0,0,246.8131929,0.553039644,246.8131929,0.553039644,10,446.2848108,163.8352298,4462.848108,1,3,0,0.1,165.2389142
0.2,133.8205604,89.13624,89.13624,0.002240722,29,1,0.002240722,0,0,0,0,246.8131929,0.553039644,246.8131929,0.553039644,89.13624,0.002240722,28.99991319,1,0.002240722,0,0,0,0,246.8131929,0.553039644,246.8131929,0.553039644,10,446.2848108,163.8352298,4462.848108,1,3,0,0.1,165.2389142
6,109.0607731,43.237312,37.04103892,0.001810394,109,0.45259856,0.000819382,0,0,0,0,388.9696011,0.704188325,233.3817606,0.422512995,37.04104723,0.001810395,108.9994365,0.452598757,0.000819383,0,0,0,0,388.9696011,0.704188632,233.3817606,0.422513179,3600,552.3656353,17820.83333,5523.656353,0,6,6,0.25,168.5465809
6,109.0607731,43.237312,37.04103892,0.001810394,109,0.45259856,0.000819382,0,0,0,0,388.9696011,0.704188325,233.3817606,0.422512995,37.04104723,0.001810395,108.9994365,0.452598757,0.000819383,0,0,0,0,388.9696011,0.704188632,233.3817606,0.422513179,3600,552.3656353,17820.83333,5523.656353,0,6,6,0.25,168.5465809
3,8.007347208,42.81635765,42.81635765,0.001809749,111,0.90487429,0.001637595,1.01596685,0.001838645,0.919322282,0.001663742,1.01596685,0.001838645,0.919322282,0.001663742,42.74751677,0.001799154,9.029520121,0.899576989,0.001618478,0.904369869,0.001627101,0.813550324,0.001463702,1.01596685,0.001827881,0.919322282,0.001654002,10,555.8167964,9643.931186,5558.167964,1,0,0,240,176.5665663
0.5,64.53476094,32.04186,32.04186,0.0002,20,1,0.0002,0,0,0,0,24.79183999,0.004958368,24.79183999,0.004958368,32.04186,0.0002,19.85091471,1,0.0002,0,0,0,0,24.79183999,0.004958368,24.79183999,0.004958368,10,5000,2804.96997,50000,1,0.8,0,149.4,179.6888328
6,105.1628601,59.15732421,59.15732421,0.002211761,140,0.55294021,0.001222972,3.964918134,0.008769451,2.192362667,0.004848982,3.964918134,0.008769451,2.192362667,0.004848982,59.15732421,0.002211761,137.4258129,0.55294021,0.001222972,3.964918134,0.008769451,2.192362667,0.004848982,3.964918134,0.008769451,2.192362667,0.004848982,3600,452.1284496,3149.890288,4521.284496,0,4,0,40,181.6461224
2,77.45696784,73.13684,73.13684,0.003333333,25,1,0.003333333,0,0,0,0,6.152849918,0.0205095,6.152849918,0.0205095,73.13684,0.003333333,24.99983648,1,0.003333333,0,0,0,0,6.152849918,0.0205095,6.152849918,0.0205095,3600,300,3030.043292,3000,0,4,0,250,185.3775334
0,118.0083864,60.052,60.052,0.004,180,1,0.004,16652.23473,66.60893892,16652.23473,66.60893892,16652.23473,66.60893892,16652.23473,66.60893892,60.052,0.004,121.1058527,1,0.004,16652.23473,66.60893892,16652.23473,66.60893892,16652.23473,66.60893892,16652.23473,66.60893892,3600,250,5364.120625,2500,0,0.5,0,45,187.2294809
0,31.80137979,59.11026,59.11026,0.001333333,29.44,1,0.001333333,0,0,0,0,4.0432913,0.005391055,4.0432913,0.005391055,59.11026,0.001333333,29.42226417,1,0.001333333,0,0,0,0,4.0432913,0.005391055,4.0432913,0.005391055,3600,750,2596.927274,7500,0,0.24,0,7.88,189.6566944
5,-251.497026,11.414086,11.414086,0.0004,35,0.2,8.00E-05,3973.160882,1.589264353,794.6321764,0.317852871,3973.160882,1.589264353,794.6321764,0.317852871,11.414086,0.0004,29.38417758,0.2,8.00E-05,3973.160882,1.589264353,794.6321764,0.317852871,3973.160882,1.589264353,794.6321764,0.317852871,3600,2500,837.3434739,25000,0,12,0,1,190.7504502
5,-248.9772512,17.98228403,17.98228403,0.001209256,90,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,17.98228403,0.001209256,-84.06277986,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,3600,826.9544956,45283.50881,8269.544956,0,1,0,595,201.3613383
1,100.5444127,45.32104183,45.61962489,0.003942011,27,0.985502713,0.003884862,0,0,0,0,4719.973164,18.60618543,4601.232794,18.1381096,45.61963276,0.003942012,26.99820868,0.985502993,0.003884865,0,0,0,0,4719.973164,18.60619073,4601.232794,18.13811477,3600,253.6775653,3668.068082,2536.775653,0,1,0,1,203.9468693
6,-65.00196608,33.5441659,43.31073814,0.00032465,-37.2,0.032464954,1.05E-05,179.0402413,0.058125332,5.812533162,0.001887036,4639.495299,1.506210005,60.27086717,0.019566909,43.34363939,0.000378244,-33.49340078,0.037824441,1.43E-05,263.133047,0.099528604,9.952860352,0.003764614,4639.495299,1.754863151,60.27086717,0.022797118,3600,2643.793218,97148.13235,26437.93218,0,12,0,1,211.8007966
1,101.6299279,38.99988589,40.08805094,0.003152079,20,0.788019854,0.002483901,0,0,0,0,969.3888128,3.055590523,616.0588501,1.941866421,40.08812871,0.003152091,19.99858665,0.788022631,0.002483919,0,0,0,0,969.3888128,3.055601289,616.0588501,1.941873263,10,317.2497721,196.2560858,3172.497721,1,0,0,1,217.4467591
1,-252.6949751,2.533042892,2.533042892,3.98E-05,40.56,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,2.533042892,3.98E-05,-177.9010593,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,10,25131.55951,1706.089873,251315.5951,1,0,0,800,219.8800185
1,-252.6949751,2.533042892,2.533042892,3.98E-05,40.56,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,2.533042892,3.98E-05,-177.9010593,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,10,25131.55951,1706.089873,251315.5951,1,0,0,800,219.8800185
1,-252.6949751,2.533042892,2.533042892,3.98E-05,40.56,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,2.533042892,3.98E-05,-177.9010593,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,10,25131.55951,1706.089873,251315.5951,1,0,0,800,219.8800185
1,-252.6949751,2.533042892,2.533042892,3.98E-05,40.56,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,2.533042892,3.98E-05,-177.9010593,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,10,25131.55951,1706.089873,251315.5951,1,0,0,800,219.8800185
1,-252.6949751,2.533042892,2.533042892,3.98E-05,40.56,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,2.533042892,3.98E-05,-177.9010593,0.019895303,7.92E-07,96.8811421,0.003854959,1.927479711,7.67E-05,96.8811421,0.003854959,1.927479711,7.67E-05,10,25131.55951,1706.089873,251315.5951,1,0,0,800,219.8800185
2,64.53476094,32.04186,32.04186,0.0002,25,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,32.04186,0.0002,24.94733397,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,3600,5000,66909.06774,50000,0,10,2,50,225.0385164
2,-33.40243422,17.03052,17.03052,0.000666667,30,1,0.000666667,0,0,0,0,293.5905656,0.195727044,293.5905656,0.195727044,17.03052,0.000666667,-33.40243351,1,0.000666667,0,0,0,0,293.5905656,0.195727044,293.5905656,0.195727044,3600,1500,60044.31167,15000,0,0.6,0,165,225.5501037
1.5,-239.9633513,26.00650897,26.00650897,0.001845843,25,0.922921671,0.001703569,172004.5887,317.493525,158746.7625,293.0216547,172004.5887,317.493525,158746.7625,293.0216547,26.00650897,0.001845843,-121.6792162,0.922921671,0.001703569,172004.5887,317.493525,158746.7625,293.0216547,172004.5887,317.493525,158746.7625,293.0216547,3600,541.7577846,43145.08913,5417.577846,0,4,0,609,226.8603762
3,109.0606923,43.2371328,37.82166996,0.001884675,65,0.471168777,0.000888,0,0,0,0,261.605928,0.493042181,156.9624416,0.295823207,37.8216767,0.001884676,64.99968378,0.471168938,0.000888001,0,0,0,0,261.605928,0.493042349,156.9624416,0.295823307,3600,530.5952495,4174.191951,5305.952495,0,20,0,0.2,227.10419
4.42,100.560701,46.0257,46.0257,0.004,105.3,1,0.004,52.75313575,0.211012543,52.75313575,0.211012543,52.75313575,0.211012543,52.75313575,0.211012543,46.0257,0.004,101.2541819,1,0.004,52.75313575,0.211012543,52.75313575,0.211012543,52.75313575,0.211012543,52.75313575,0.211012543,3600,250,28545.35006,2500,0,4,0,1,229.1139216
1,101.2526208,32.56446761,34.76283059,0.002391617,20,0.59790417,0.001429958,0,0,0,0,1123.219356,2.686310148,476.8254303,1.140383653,34.76292255,0.00239163,19.99883882,0.597907453,0.001429973,0,0,0,0,1123.219356,2.686324899,476.8254303,1.140389915,10,418.1249098,202.2411878,4181.249098,1,0,0,1,229.2986204
1,101.2526208,32.56446761,34.76283059,0.002391617,20,0.59790417,0.001429958,0,0,0,0,1123.219356,2.686310148,476.8254303,1.140383653,34.76292255,0.00239163,19.99883882,0.597907453,0.001429973,0,0,0,0,1123.219356,2.686324899,476.8254303,1.140389915,10,418.1249098,202.2411878,4181.249098,1,1,0,1,229.2986204
0,31.80137979,59.11026,59.11026,0.001333333,25,1,0.001333333,0,0,0,0,2.317702544,0.00309027,2.317702544,0.00309027,59.11026,0.001333333,24.99136991,1,0.001333333,0,0,0,0,2.317702544,0.00309027,2.317702544,0.00309027,3600,750,2505.916669,7500,0,0.6,0,4,231.6146056
3,56.1365639,58.07914,58.07914,0.000175436,20,1,0.000175436,0,0,0,0,3099.219444,0.543714659,3099.219444,0.543714659,58.07914,0.000175436,19.90691346,1,0.000175436,0,0,0,0,3099.219444,0.543714659,3099.219444,0.543714659,3600,5700.084402,209777.7948,57000.84402,0,4,0,50,233.8878858
1,100.459028,41.50808383,41.44634884,0.00334605,100,0.836512585,0.002799013,0,0,0,0,693.8407497,2.321626076,581.9357446,1.947186296,41.44635478,0.003346051,99.99972229,0.836512797,0.002799015,0,0,0,0,693.8407497,2.321626664,581.9357446,1.947186789,10,298.8597436,239.0112379,2988.597436,1,1,0,0.1,234.3062371
2,-27.2577133,22.5576093,22.5576093,0.00048068,195,0.721019363,0.000346579,2216.546946,1.065448844,1598.173266,0.768209246,2216.546946,1.065448844,1598.173266,0.768209246,22.5576093,0.00048068,42.27521403,0.721019363,0.000346579,2216.546946,1.065448844,1598.173266,0.768209246,2216.546946,1.065448844,1598.173266,0.768209246,3600,2080.387959,7736.016099,20803.87959,0,4,0,300,240.0137328
0,31.80137979,59.11026,59.11026,0.001333333,25,1,0.001333333,0,0,0,0,2.317702544,0.00309027,2.317702544,0.00309027,59.11026,0.001333333,24.97845502,1,0.001333333,0,0,0,0,2.317702544,0.00309027,2.317702544,0.00309027,3600,750,2646.286813,7500,0,0.5,0,10,241.9817315
0,118.0083864,60.052,60.052,0.004,105,1,0.004,0,0,0,0,612.0002664,2.448001066,612.0002664,2.448001066,60.052,0.004,104.9996503,1,0.004,0,0,0,0,612.0002664,2.448001066,612.0002664,2.448001066,3600,250,24842.67909,2500,0,10,0,0.12,243.254886
0,118.0083864,60.052,60.052,0.004,105,1,0.004,0,0,0,0,612.0002664,2.448001066,612.0002664,2.448001066,60.052,0.004,104.9996503,1,0.004,0,0,0,0,612.0002664,2.448001066,612.0002664,2.448001066,3600,250,24842.67909,2500,0,10,0,0.12,243.254886
1,100.3703096,37.3214985,40.70373274,0.003240002,19,0.810000448,0.002624403,0,0,0,0,31646.54027,102.5348472,21812.41914,70.67227708,40.70709492,0.003240482,18.93434401,0.810120481,0.002625181,0,0,0,0,31646.54027,102.5500417,21812.41914,70.68274993,3600,308.5960741,10292.19667,3085.960741,0,0.2,0,50,248.6789637
1,100.3703096,37.3214985,40.70373274,0.003240002,19,0.810000448,0.002624403,0,0,0,0,79116.35068,256.3371179,54531.04784,176.6806927,40.70709929,0.003240483,18.93425875,0.810120637,0.002625182,0,0,0,0,79116.35068,256.3751536,54531.04784,176.7069088,3600,308.5960147,10295.93026,3085.960147,0,0.2,0,50,249.278697
3,10.09012993,44.12421148,44.12797549,0.001853721,111,0.926860606,0.001718141,0.577733743,0.001070957,0.535478648,0.000992628,0.985853311,0.001827497,0.917347369,0.001700506,44.12452387,0.001860416,10.11888773,0.930208052,0.001730574,0.949769064,0.001766966,0.883482831,0.001643646,0.985853311,0.001834097,0.917347369,0.001706648,10,537.5141604,10982.71298,5375.141604,1,0,0,240,250.4389607
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,1897.128511,6.132846061,1307.598299,4.227072142,40.65597009,0.003233181,19.9339437,0.808295273,0.002613365,0,0,0,0,1897.128511,6.133760032,1307.598299,4.227702098,3600,309.2929135,10316.07157,3092.929135,0,0.2,0,50,252.84271
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,1897.128511,6.132846061,1307.598299,4.227072142,40.65597009,0.003233181,19.9339437,0.808295273,0.002613365,0,0,0,0,1897.128511,6.133760032,1307.598299,4.227702098,3600,309.2929135,10316.07157,3092.929135,0,0.2,0,50,252.84271
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,1897.128511,6.132846061,1307.598299,4.227072142,40.65597009,0.003233181,19.9339437,0.808295273,0.002613365,0,0,0,0,1897.128511,6.133760032,1307.598299,4.227702098,3600,309.2929135,10316.07157,3092.929135,0,0.2,0,50,252.84271
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,1897.128511,6.132846061,1307.598299,4.227072142,40.65597009,0.003233181,19.9339437,0.808295273,0.002613365,0,0,0,0,1897.128511,6.133760032,1307.598299,4.227702098,3600,309.2929135,10316.07157,3092.929135,0,0.2,0,50,252.84271
6,112.6691982,50.80521605,47.09785023,0.002767349,37.5,0.691837285,0.001914555,0,0,0,0,463.6531804,1.28309023,361.6637581,1.00084989,47.09785149,0.002767349,37.49994701,0.691837315,0.001914555,0,0,0,0,463.6531804,1.283090285,361.6637581,1.000849933,3600,361.3566292,11484.24089,3613.566292,0,24,0,0.001,254.0614495
6,112.6691982,50.80521605,47.09785023,0.002767349,37.5,0.691837285,0.001914555,0,0,0,0,463.6531804,1.28309023,361.6637581,1.00084989,47.09785149,0.002767349,37.49994701,0.691837315,0.001914555,0,0,0,0,463.6531804,1.283090285,361.6637581,1.000849933,3600,361.3566292,11484.24089,3613.566292,0,24,0,0.001,254.0614495
0,105.1452159,59.40494573,58.98547815,0.002056273,212,0.514068262,0.001057065,47.12063735,0.096892897,24.22322413,0.049809563,64.8161075,0.133279615,35.90592345,0.073832383,59.58572549,0.002142048,109.2576594,0.535511987,0.001147092,57.77735898,0.123761873,30.94046832,0.066275967,64.8161075,0.13883921,35.90592345,0.07691221,3600,466.8429578,9460.257541,4668.429578,0,0.5,0,170,255.8582874
0.5,109.7227265,94.19904,94.19904,0.004,20,1,0.004,0,0,0,0,2.256269524,0.009025078,2.256269524,0.009025078,94.19904,0.004,19.87826334,1,0.004,0,0,0,0,2.256269524,0.009025078,2.256269524,0.009025078,3600,250,4210.97203,2500,0,1,0,102,260.7646758
0.2,113.5799273,55.98405273,27.92229102,0.000312128,29,0.13929805,4.35E-05,0,0,0,0,1053.871542,0.328942968,562.6218921,0.175610127,27.92228047,0.000312128,28.99991118,0.139297901,4.35E-05,0,0,0,0,1053.871542,0.328942618,562.6218921,0.17560994,10,3203.815754,449.0047281,32038.15754,1,3,0,0.1,262.0018355
0.2,113.5799273,55.98405273,27.92229102,0.000312128,29,0.13929805,4.35E-05,0,0,0,0,1053.871542,0.328942968,562.6218921,0.175610127,27.92228047,0.000312128,28.99991118,0.139297901,4.35E-05,0,0,0,0,1053.871542,0.328942618,562.6218921,0.17560994,10,3203.815754,449.0047281,32038.15754,1,3,0,0.1,262.0018355
0.1,118.0083864,60.052,60.052,0.004,80,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,60.052,0.004,79.86626221,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,3600,250,10757.19694,2500,0,3,0,50,262.203165
2,74.21607526,66.77394383,33.58767594,0.000195924,38,0.979620548,0.000191931,0,0,0,0,1763.310575,0.345475054,1194.267138,0.233985726,33.58766505,0.000195924,37.99374868,0.979620543,0.000191931,0,0,0,0,1763.310575,0.345475053,1194.267138,0.233985724,10,5104.017098,369.3603111,51040.17098,1,0,0,5,264.22172
0,31.80137979,59.11026,59.11026,0.001333333,25,1,0.001333333,0,0,0,0,17.37431031,0.023165747,17.37431031,0.023165747,59.11026,0.001333333,24.97844227,1,0.001333333,0,0,0,0,17.37431031,0.023165747,17.37431031,0.023165747,3600,750,4172.584298,7500,0,0.25,0,10,265.2204391
6,14.79234179,21.93365922,29.79626371,0.024315594,35,0.972623749,0.023649924,0,0,0,0,0.075512179,0.001836123,0.020409512,0.000496269,29.89918318,0.024602963,14.79233801,0.984118535,0.024212232,0,0,0,0,0.075512179,0.001857823,0.020409512,0.000502134,3600,40.64551024,4401.0588,406.4551024,0,0.3,0,350,266.4018158
1,-181.7490761,31.39311194,31.39311194,0.002482346,93.6,0.011970861,2.97E-05,668.9365502,1.660531697,8.007746344,0.019877994,668.9365502,1.660531697,8.007746344,0.019877994,31.40107918,0.002245541,50.43753884,0.010828894,2.43E-05,662.9753045,1.488738077,7.179288966,0.016121386,668.9365502,1.502124297,8.007746344,0.017981721,3600,445.3270288,22219.15941,4453.270288,0,5.57,0,0.1,269.444924
0.5,109.7227265,94.19904,94.19904,0.004,20,1,0.004,0,0,0,0,2.256269524,0.009025078,2.256269524,0.009025078,94.19904,0.004,19.87826334,1,0.004,0,0,0,0,2.256269524,0.009025078,2.256269524,0.009025078,3600,250,9861.18906,2500,0,0.3,0,102,272.8881259
6,118.0083864,60.052,60.052,0.004,121,1,0.004,3.432443197,0.013729773,3.432443197,0.013729773,3.432443197,0.013729773,3.432443197,0.013729773,60.052,0.004,119.6429098,1,0.004,3.432443197,0.013729773,3.432443197,0.013729773,3.432443197,0.013729773,3.432443197,0.013729773,3600,250,8229.270565,2500,0,8,0,0.47,276.3673183
1.5,64.53476094,32.04186,32.04186,0.0002,-10,1,0.0002,0,0,0,0,38.47770496,0.007695541,38.47770496,0.007695541,32.04186,0.0002,-10.21343952,1,0.0002,0,0,0,0,38.47770496,0.007695541,38.47770496,0.007695541,10,5000,2379.088979,50000,1,2,0,290,279.9598819
3,56.1365639,58.07914,58.07914,0.000175436,25,1,0.000175436,0,0,0,0,1291.341435,0.226547774,1291.341435,0.226547774,58.07914,0.000175436,24.99014437,1,0.000175436,0,0,0,0,1291.341435,0.226547774,1291.341435,0.226547774,3600,5700.084402,32171.38157,57000.84402,0,2,0,5,297.9077459
1,56.12414792,33.41045371,53.98986753,0.00017504,56,0.787680087,0.000137876,0,0,0,0,2993.075187,0.523907938,1022.21707,0.178928896,53.99379995,0.000175053,55.93008981,0.787736828,0.000137895,0,0,0,0,2993.075187,0.523945679,1022.21707,0.178941785,3600,5712.567751,4558.585088,57125.67751,0,1,0,17.4,299.580999
0.55,64.53476094,32.04186,32.04186,0.0002,24,1,0.0002,0,0,0,0,1431.030415,0.286206083,1431.030415,0.286206083,32.04186,0.0002,23.99938064,1,0.0002,0,0,0,0,1431.030415,0.286206083,1431.030415,0.286206083,10,5000,319.3415103,50000,1,0,0,0.6,302.9717178
1,159.0213536,129.24316,129.24316,0.017162399,27,1,0.017162399,0,0,0,0,1338.562134,22.97293708,1338.562134,22.97293708,129.24316,0.017162399,26.9620673,1,0.017162399,0,0,0,0,1338.562134,22.97293708,1338.562134,22.97293708,10,58.26691331,1097.253817,582.6691331,1,0,0,35,309.1148061
1,159.0213536,129.24316,129.24316,0.017162399,27,1,0.017162399,0,0,0,0,1338.562134,22.97293708,1338.562134,22.97293708,129.24316,0.017162399,26.9620673,1,0.017162399,0,0,0,0,1338.562134,22.97293708,1338.562134,22.97293708,10,58.26691331,1097.253817,582.6691331,1,0,0,35,309.1148061
2.3,118.0083864,60.052,60.052,0.004,117,1,0.004,0,0,0,0,264.0295388,1.056118155,264.0295388,1.056118155,60.052,0.004,116.9453081,1,0.004,0,0,0,0,264.0295388,1.056118155,264.0295388,1.056118155,3600,250,9399.078595,2500,0,10,0,24,313.2596046
3,12.35865563,44.21119803,44.08401181,0.001968796,111,0.984397977,0.001938079,0,0,0,0,0.997484845,0.001963844,0.91898859,0.001809301,44.06163559,0.001990996,13.39249502,0.995497947,0.001982032,0.335827801,0.000668632,0.334315886,0.000665622,0.997484845,0.001985988,0.91898859,0.001829703,10,502.2612067,11698.27415,5022.612067,1,0,0,240,313.5114507
0,118.0083864,60.052,60.052,0.004,150,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,60.052,0.004,118.0083892,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,3600,250,6940.568289,2500,0,0.5,0,50,315.1779817
3,12.08560999,44.68998291,44.15706225,0.001976803,111,0.988401578,0.001953875,0,0,0,0,0.989035957,0.001955129,0.919065771,0.001816812,44.11867725,0.001985324,12.89531202,0.992661824,0.001970755,0.324858143,0.000644949,0.322474277,0.000640216,0.989035957,0.001963556,0.919065771,0.001824643,10,503.6962116,12118.88988,5036.962116,1,0,0,240,317.1915793
1,105.2480558,46.19830995,40.89645065,0.003267521,20,0.816880134,0.002669173,0,0,0,0,2577.180986,8.4209918,1552.107705,5.071543802,40.89653694,0.003267533,19.99824893,0.816883215,0.002669193,0,0,0,0,2577.180986,8.421023555,1552.107705,5.071562926,10,306.0412988,297.8540544,3060.412988,1,0,0,1,317.7030983
1,100.5444127,45.32104183,45.30982464,0.00389777,100,0.974442534,0.003798153,0,0,0,0,1765.184487,6.880283379,1720.777739,6.707196082,45.30982577,0.00389777,99.99970828,0.974442574,0.003798153,0,0,0,0,1765.184487,6.880283665,1720.777739,6.707196361,10,256.5569348,360.9178755,2565.569348,1,1,0,0.1,324.0029145
4.5,109.7227265,94.19904,94.19904,0.004,20,1,0.004,0,0,0,0,2.256269524,0.009025078,2.256269524,0.009025078,94.19904,0.004,19.87826334,1,0.004,0,0,0,0,2.256269524,0.009025078,2.256269524,0.009025078,3600,250,3288.81905,2500,0,2,0,102,331.6711025
1,100.5524702,45.67065301,45.83765188,0.003973146,20,0.993286494,0.003946472,0,0,0,0,1751.67191,6.9596482,1729.468536,6.871430954,45.83765221,0.003973146,19.99984758,0.993286506,0.003946472,0,0,0,0,1751.67191,6.959648284,1729.468536,6.871431037,10,251.6897174,331.6145149,2516.897174,1,1,0,0.1,334.2874392
3,-251.497026,9.814146,9.814146,0.0006,25,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,9.814146,0.0006,19.40043185,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,3600,1666.666667,995.2831693,16666.66667,0,8,0,765,341.2413512
0,100.560701,46.0257,46.0257,0.004,200,1,0.004,0,0,0,0,2172.699166,8.690796664,2172.699166,8.690796664,46.0257,0.004,100.5607456,1,0.004,2172.699166,8.690796664,2172.699166,8.690796664,2172.699166,8.690796664,2172.699166,8.690796664,3600,250,5074.676568,2500,0,2,0,600,343.0199813
