CompositionID,HazardStudy,ChemicalID,ChemicalName,CASNumber,Contribution
3,3,275,"1,2-DICHLOROETHANE",107-06-2,1.0
4,4,25,CHLORINE,7782-50-5,100.0
5,5,25,CHLORINE,7782-50-5,100.0
6,6,25,CHLORINE,7782-50-5,100.0
7,7,25,CHLORINE,7782-50-5,100.0
8,8,17,AMMONIA,7664-41-7,30.0
9,8,18,BENZENE,71-43-2,70.0
10,9,25,CHLORINE,7782-50-5,100.0
11,10,25,CHLORINE,7782-50-5,100.0
12,11,17,AMMONIA,7664-41-7,30.0
13,11,18,BENZENE,71-43-2,70.0
14,12,17,AMMONIA,7664-41-7,30.0
15,12,18,BENZENE,71-43-2,70.0
16,13,250,ACETIC ACID,64-19-7,0.8685070750066178
17,13,99,WATER,7732-18-5,0.13149292499338222
18,14,24,CARBON MONOXIDE,630-08-0,0.43
19,14,36,HYDROGEN,1333-74-0,0.55
20,15,97,VINYL ACETATE,108-05-4,85.0
21,15,99,WATER,7732-18-5,15.0
22,16,97,VINYL ACETATE,108-05-4,80.0
23,16,99,WATER,7732-18-5,14.0
24,16,207,ACETALDEHYDE,75-07-0,6.0
25,17,97,VINYL ACETATE,108-05-4,85.0
26,17,99,WATER,7732-18-5,15.0
27,18,97,VINYL ACETATE,108-05-4,80.0
28,18,99,WATER,7732-18-5,14.0
29,18,207,ACETALDEHYDE,75-07-0,6.0
30,19,97,VINYL ACETATE,108-05-4,83.0
31,19,99,WATER,7732-18-5,10.0
32,19,207,ACETALDEHYDE,75-07-0,7.0
33,20,97,VINYL ACETATE,108-05-4,83.0
34,20,99,WATER,7732-18-5,10.0
35,20,207,ACETALDEHYDE,75-07-0,7.0
36,21,97,VINYL ACETATE,108-05-4,83.0
37,21,207,ACETALDEHYDE,75-07-0,7.0
38,21,99,WATER,7732-18-5,10.0
39,22,48,METHANOL,67-56-1,100.0
40,23,48,METHANOL,67-56-1,5.0
41,24,48,METHANOL,67-56-1,7.0
42,24,1483,DIMETHYL TEREPHTHALATE,120-61-6,93.0
43,25,48,METHANOL,67-56-1,7.0
44,25,1483,DIMETHYL TEREPHTHALATE,120-61-6,93.0
45,26,251,ETHYLENE GLYCOL,107-21-1,100.0
46,27,251,ETHYLENE GLYCOL,107-21-1,100.0
47,28,251,ETHYLENE GLYCOL,107-21-1,100.0
48,29,251,ETHYLENE GLYCOL,107-21-1,100.0
49,30,251,ETHYLENE GLYCOL,107-21-1,100.0
50,31,251,ETHYLENE GLYCOL,107-21-1,100.0
51,32,251,ETHYLENE GLYCOL,107-21-1,100.0
52,33,251,ETHYLENE GLYCOL,107-21-1,100.0
53,34,251,ETHYLENE GLYCOL,107-21-1,100.0
54,35,94,TOLUENE,108-88-3,11.0
55,35,10,ACETONE,67-64-1,65.0
56,35,29,ETHANOL,64-17-5,8.0
57,36,10,ACETONE,67-64-1,100.0
58,37,396,N-PROPYL ACETATE,109-60-4,100.0
59,38,396,N-PROPYL ACETATE,109-60-4,100.0
60,39,396,N-PROPYL ACETATE,109-60-4,100.0
61,40,89,PROPYLENE,115-07-1,100.0
62,41,89,PROPYLENE,115-07-1,100.0
63,42,1182,2-ETHYLHEXANAL,123-05-7,100.0
64,43,1483,DIMETHYL TEREPHTHALATE,120-61-6,100.0
65,44,10,ACETONE,67-64-1,6.0
66,44,99,WATER,7732-18-5,94.0
67,45,10,ACETONE,67-64-1,6.0
68,45,99,WATER,7732-18-5,94.0
69,46,10,ACETONE,67-64-1,6.0
70,46,99,WATER,7732-18-5,94.0
95,60,250,ACETIC ACID,64-19-7,1.0
96,60,422,PROPIONIC ACID,79-09-4,1.0
97,60,472,N-BUTYRIC ACID,107-92-6,2.0
98,61,25,CHLORINE,7782-50-5,100.0
99,62,35,HYDRAZINE,302-01-2,1.0
100,63,35,HYDRAZINE,302-01-2,1.0
101,64,35,HYDRAZINE,302-01-2,1.0
102,65,35,HYDRAZINE,302-01-2,1.0
103,66,17,AMMONIA,7664-41-7,60.0
104,66,18,BENZENE,71-43-2,40.0
105,67,17,AMMONIA,7664-41-7,20.0
106,67,18,BENZENE,71-43-2,80.0
107,68,250,ACETIC ACID,64-19-7,1.0
108,69,250,ACETIC ACID,64-19-7,1.0
109,70,250,ACETIC ACID,64-19-7,1.0
110,71,250,ACETIC ACID,64-19-7,67.0
111,71,99,WATER,7732-18-5,33.0
112,72,331,METHYL ACETATE,79-20-9,56.0
113,72,48,METHANOL,67-56-1,35.0
114,72,99,WATER,7732-18-5,9.0
115,73,331,METHYL ACETATE,79-20-9,70.0
116,73,48,METHANOL,67-56-1,20.0
117,73,99,WATER,7732-18-5,10.0
118,74,331,METHYL ACETATE,79-20-9,70.0
119,74,48,METHANOL,67-56-1,20.0
120,74,99,WATER,7732-18-5,10.0
121,75,35,HYDRAZINE,302-01-2,1.0
122,76,35,HYDRAZINE,302-01-2,1.0
123,77,35,HYDRAZINE,302-01-2,1.0
124,78,35,HYDRAZINE,302-01-2,1.0
125,79,48,METHANOL,67-56-1,1.0
126,79,251,ETHYLENE GLYCOL,107-21-1,2.0
127,80,48,METHANOL,67-56-1,1.0
128,81,10,ACETONE,67-64-1,4.0
129,83,48,METHANOL,67-56-1,1.0
130,84,94,TOLUENE,108-88-3,5000.0
131,84,413,MALEIC ANHYDRIDE,108-31-6,1000.0
132,84,481,T-BUTYL HYDROPEROXIDE,75-91-2,20.0
133,85,94,TOLUENE,108-88-3,5000.0
134,85,413,MALEIC ANHYDRIDE,108-31-6,1000.0
135,85,481,T-BUTYL HYDROPEROXIDE,75-91-2,20.0
136,86,47,METHANE,74-82-8,1.0
137,87,27,DIMETHYLAMINE,124-40-3,5000.0
138,87,345,ACETIC ANHYDRIDE,108-24-7,10000.0
139,87,496,"N,N-DIMETHYLACETAMIDE",127-19-5,10000.0
140,88,94,TOLUENE,108-88-3,5000.0
141,89,25,CHLORINE,7782-50-5,100.0
142,90,35,HYDRAZINE,302-01-2,1.0
143,91,35,HYDRAZINE,302-01-2,1.0
144,92,35,HYDRAZINE,302-01-2,1.0
145,93,35,HYDRAZINE,302-01-2,1.0
146,94,17,AMMONIA,7664-41-7,60.0
147,94,18,BENZENE,71-43-2,40.0
148,95,17,AMMONIA,7664-41-7,20.0
149,95,18,BENZENE,71-43-2,80.0
150,96,250,ACETIC ACID,64-19-7,1.0
151,97,250,ACETIC ACID,64-19-7,1.0
152,98,250,ACETIC ACID,64-19-7,1.0
153,99,250,ACETIC ACID,64-19-7,67.0
154,99,99,WATER,7732-18-5,33.0
155,100,331,METHYL ACETATE,79-20-9,56.0
156,100,48,METHANOL,67-56-1,35.0
157,100,99,WATER,7732-18-5,9.0
158,101,331,METHYL ACETATE,79-20-9,70.0
159,101,48,METHANOL,67-56-1,20.0
160,101,99,WATER,7732-18-5,10.0
161,102,331,METHYL ACETATE,79-20-9,70.0
162,102,48,METHANOL,67-56-1,20.0
163,102,99,WATER,7732-18-5,10.0
164,103,35,HYDRAZINE,302-01-2,1.0
165,104,35,HYDRAZINE,302-01-2,1.0
166,105,35,HYDRAZINE,302-01-2,1.0
167,106,48,METHANOL,67-56-1,1.0
168,106,251,ETHYLENE GLYCOL,107-21-1,2.0
169,107,48,METHANOL,67-56-1,1.0
170,108,10,ACETONE,67-64-1,4.0
171,110,48,METHANOL,67-56-1,1.0
172,111,94,TOLUENE,108-88-3,5000.0
173,111,413,MALEIC ANHYDRIDE,108-31-6,1000.0
174,111,481,T-BUTYL HYDROPEROXIDE,75-91-2,20.0
175,112,94,TOLUENE,108-88-3,5000.0
176,112,413,MALEIC ANHYDRIDE,108-31-6,1000.0
177,112,481,T-BUTYL HYDROPEROXIDE,75-91-2,20.0
178,113,47,METHANE,74-82-8,1.0
179,114,27,DIMETHYLAMINE,124-40-3,5000.0
180,114,345,ACETIC ANHYDRIDE,108-24-7,10000.0
181,114,496,"N,N-DIMETHYLACETAMIDE",127-19-5,10000.0
182,115,94,TOLUENE,108-88-3,5000.0
183,116,25,CHLORINE,7782-50-5,100.0
184,117,35,HYDRAZINE,302-01-2,1.0
185,118,35,HYDRAZINE,302-01-2,1.0
186,119,35,HYDRAZINE,302-01-2,1.0
187,120,35,HYDRAZINE,302-01-2,1.0
188,121,17,AMMONIA,7664-41-7,60.0
189,121,18,BENZENE,71-43-2,40.0
190,122,17,AMMONIA,7664-41-7,20.0
191,122,18,BENZENE,71-43-2,80.0
192,123,250,ACETIC ACID,64-19-7,1.0
193,124,250,ACETIC ACID,64-19-7,1.0
194,125,250,ACETIC ACID,64-19-7,1.0
195,126,250,ACETIC ACID,64-19-7,67.0
196,126,99,WATER,7732-18-5,33.0
197,127,331,METHYL ACETATE,79-20-9,56.0
198,127,48,METHANOL,67-56-1,35.0
199,127,99,WATER,7732-18-5,9.0
200,128,331,METHYL ACETATE,79-20-9,70.0
201,128,48,METHANOL,67-56-1,20.0
202,128,99,WATER,7732-18-5,10.0
203,129,331,METHYL ACETATE,79-20-9,70.0
204,129,48,METHANOL,67-56-1,20.0
205,129,99,WATER,7732-18-5,10.0
206,130,35,HYDRAZINE,302-01-2,1.0
207,131,35,HYDRAZINE,302-01-2,1.0
208,132,35,HYDRAZINE,302-01-2,1.0
209,133,48,METHANOL,67-56-1,1.0
210,133,251,ETHYLENE GLYCOL,107-21-1,2.0
211,134,48,METHANOL,67-56-1,1.0
212,135,10,ACETONE,67-64-1,4.0
213,137,48,METHANOL,67-56-1,1.0
214,138,94,TOLUENE,108-88-3,5000.0
215,138,413,MALEIC ANHYDRIDE,108-31-6,1000.0
216,138,481,T-BUTYL HYDROPEROXIDE,75-91-2,20.0
217,139,94,TOLUENE,108-88-3,5000.0
218,139,413,MALEIC ANHYDRIDE,108-31-6,1000.0
219,139,481,T-BUTYL HYDROPEROXIDE,75-91-2,20.0
220,140,47,METHANE,74-82-8,1.0
221,141,27,DIMETHYLAMINE,124-40-3,5000.0
222,141,345,ACETIC ANHYDRIDE,108-24-7,10000.0
223,141,496,"N,N-DIMETHYLACETAMIDE",127-19-5,10000.0
224,142,94,TOLUENE,108-88-3,5000.0
225,143,25,CHLORINE,7782-50-5,100.0
226,144,35,HYDRAZINE,302-01-2,1.0
227,145,35,HYDRAZINE,302-01-2,1.0
228,146,35,HYDRAZINE,302-01-2,1.0
229,147,35,HYDRAZINE,302-01-2,1.0
230,148,17,AMMONIA,7664-41-7,60.0
231,148,18,BENZENE,71-43-2,40.0
232,149,17,AMMONIA,7664-41-7,20.0
233,149,18,BENZENE,71-43-2,80.0
234,150,250,ACETIC ACID,64-19-7,1.0
235,151,250,ACETIC ACID,64-19-7,1.0
236,152,250,ACETIC ACID,64-19-7,1.0
237,153,250,ACETIC ACID,64-19-7,67.0
238,153,99,WATER,7732-18-5,33.0
239,154,331,METHYL ACETATE,79-20-9,56.0
240,154,48,METHANOL,67-56-1,35.0
241,154,99,WATER,7732-18-5,9.0
242,155,331,METHYL ACETATE,79-20-9,70.0
243,155,48,METHANOL,67-56-1,20.0
244,155,99,WATER,7732-18-5,10.0
245,156,331,METHYL ACETATE,79-20-9,70.0
246,156,48,METHANOL,67-56-1,20.0
247,156,99,WATER,7732-18-5,10.0
248,157,35,HYDRAZINE,302-01-2,1.0
249,158,35,HYDRAZINE,302-01-2,1.0
250,159,35,HYDRAZINE,302-01-2,1.0
251,160,48,METHANOL,67-56-1,1.0
252,160,251,ETHYLENE GLYCOL,107-21-1,2.0
253,161,48,METHANOL,67-56-1,1.0
254,162,10,ACETONE,67-64-1,4.0
255,164,48,METHANOL,67-56-1,1.0
256,165,94,TOLUENE,108-88-3,5000.0
257,165,413,MALEIC ANHYDRIDE,108-31-6,1000.0
258,165,481,T-BUTYL HYDROPEROXIDE,75-91-2,20.0
259,166,94,TOLUENE,108-88-3,5000.0
260,166,413,MALEIC ANHYDRIDE,108-31-6,1000.0
261,166,481,T-BUTYL HYDROPEROXIDE,75-91-2,20.0
262,167,47,METHANE,74-82-8,1.0
263,168,27,DIMETHYLAMINE,124-40-3,5000.0
264,168,345,ACETIC ANHYDRIDE,108-24-7,10000.0
265,168,496,"N,N-DIMETHYLACETAMIDE",127-19-5,10000.0
266,169,94,TOLUENE,108-88-3,5000.0
267,170,27,DIMETHYLAMINE,124-40-3,1.0
268,171,27,DIMETHYLAMINE,124-40-3,0.26
269,171,48,METHANOL,67-56-1,0.16
270,171,24,CARBON MONOXIDE,630-08-0,0.16
271,171,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,0.4
272,172,27,DIMETHYLAMINE,124-40-3,0.26
273,172,48,METHANOL,67-56-1,0.16
274,172,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,0.4
275,172,24,CARBON MONOXIDE,630-08-0,0.16
276,173,27,DIMETHYLAMINE,124-40-3,0.02
277,173,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,0.82
278,173,48,METHANOL,67-56-1,0.16
279,174,27,DIMETHYLAMINE,124-40-3,0.02
280,174,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,0.82
281,174,48,METHANOL,67-56-1,0.16
282,175,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,0.81
283,175,48,METHANOL,67-56-1,0.17
284,175,27,DIMETHYLAMINE,124-40-3,0.02
285,176,48,METHANOL,67-56-1,0.17
286,176,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,0.81
287,176,27,DIMETHYLAMINE,124-40-3,0.02
288,177,48,METHANOL,67-56-1,0.17
289,177,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,0.81
290,177,27,DIMETHYLAMINE,124-40-3,0.02
291,178,27,DIMETHYLAMINE,124-40-3,0.02
292,178,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,0.86
293,178,48,METHANOL,67-56-1,0.12
294,179,24,CARBON MONOXIDE,630-08-0,0.43
295,179,36,HYDROGEN,1333-74-0,0.55
296,180,24,CARBON MONOXIDE,630-08-0,0.43
297,180,36,HYDROGEN,1333-74-0,0.55
298,181,24,CARBON MONOXIDE,630-08-0,0.43
299,181,36,HYDROGEN,1333-74-0,0.55
300,182,24,CARBON MONOXIDE,630-08-0,0.43
301,182,36,HYDROGEN,1333-74-0,0.55
302,183,24,CARBON MONOXIDE,630-08-0,0.43
303,183,36,HYDROGEN,1333-74-0,0.55
304,184,24,CARBON MONOXIDE,630-08-0,0.43
305,184,36,HYDROGEN,1333-74-0,0.55
306,185,24,CARBON MONOXIDE,630-08-0,0.43
307,185,36,HYDROGEN,1333-74-0,0.55
308,186,24,CARBON MONOXIDE,630-08-0,0.43
309,186,36,HYDROGEN,1333-74-0,0.55
310,187,24,CARBON MONOXIDE,630-08-0,0.43
311,187,36,HYDROGEN,1333-74-0,0.55
312,188,24,CARBON MONOXIDE,630-08-0,0.43
313,188,36,HYDROGEN,1333-74-0,0.55
314,189,17,AMMONIA,7664-41-7,100.0
315,190,17,AMMONIA,7664-41-7,100.0
316,191,51,METHYLAMINE,74-89-5,7892.873
317,191,99,WATER,7732-18-5,694.258
318,192,27,DIMETHYLAMINE,124-40-3,5318.874
319,192,99,WATER,7732-18-5,1241.967
320,193,27,DIMETHYLAMINE,124-40-3,16206.647
321,193,99,WATER,7732-18-5,1137.292
322,194,51,METHYLAMINE,74-89-5,1558.332
323,194,99,WATER,7732-18-5,302.237
324,195,24,CARBON MONOXIDE,630-08-0,0.43
325,195,36,HYDROGEN,1333-74-0,0.55
326,196,24,CARBON MONOXIDE,630-08-0,0.43
327,196,36,HYDROGEN,1333-74-0,0.55
328,197,24,CARBON MONOXIDE,630-08-0,0.43
329,197,36,HYDROGEN,1333-74-0,0.55
330,198,24,CARBON MONOXIDE,630-08-0,0.43
331,198,36,HYDROGEN,1333-74-0,0.55
332,199,24,CARBON MONOXIDE,630-08-0,0.43
333,199,36,HYDROGEN,1333-74-0,0.55
334,200,24,CARBON MONOXIDE,630-08-0,0.43
335,200,36,HYDROGEN,1333-74-0,0.55
336,201,24,CARBON MONOXIDE,630-08-0,0.43
337,201,36,HYDROGEN,1333-74-0,0.55
338,202,24,CARBON MONOXIDE,630-08-0,0.43
339,202,36,HYDROGEN,1333-74-0,0.55
340,203,24,CARBON MONOXIDE,630-08-0,0.43
341,203,36,HYDROGEN,1333-74-0,0.55
342,204,24,CARBON MONOXIDE,630-08-0,0.43
343,204,36,HYDROGEN,1333-74-0,0.55
344,205,24,CARBON MONOXIDE,630-08-0,0.43
345,205,36,HYDROGEN,1333-74-0,0.55
346,206,24,CARBON MONOXIDE,630-08-0,0.43
347,206,36,HYDROGEN,1333-74-0,0.55
348,207,24,CARBON MONOXIDE,630-08-0,0.43
349,207,36,HYDROGEN,1333-74-0,0.55
350,208,24,CARBON MONOXIDE,630-08-0,0.89
351,208,36,HYDROGEN,1333-74-0,0.01
352,209,24,CARBON MONOXIDE,630-08-0,0.89
353,209,36,HYDROGEN,1333-74-0,0.01
354,210,25,CHLORINE,7782-50-5,100.0
355,211,25,CHLORINE,7782-50-5,100.0
356,212,25,CHLORINE,7782-50-5,100.0
357,213,250,ACETIC ACID,64-19-7,0.8685070750066178
358,213,99,WATER,7732-18-5,0.13149292499338222
359,214,250,ACETIC ACID,64-19-7,0.9
360,214,99,WATER,7732-18-5,0.1
361,215,48,METHANOL,67-56-1,0.16
362,215,27,DIMETHYLAMINE,124-40-3,0.02
363,215,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,0.82
364,216,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,1.0
365,217,508,"N,N-DIMETHYLFORMAMIDE",68-12-2,1.0
367,219,36,HYDROGEN,1333-74-0,95.9
368,219,24,CARBON MONOXIDE,630-08-0,3.8
369,220,36,HYDROGEN,1333-74-0,95.9
370,220,24,CARBON MONOXIDE,630-08-0,3.8
371,221,36,HYDROGEN,1333-74-0,95.9
372,221,24,CARBON MONOXIDE,630-08-0,3.8
375,223,36,HYDROGEN,1333-74-0,100.0
376,224,36,HYDROGEN,1333-74-0,100.0
377,225,36,HYDROGEN,1333-74-0,95.9
378,225,24,CARBON MONOXIDE,630-08-0,3.8
379,226,36,HYDROGEN,1333-74-0,95.9
380,226,24,CARBON MONOXIDE,630-08-0,3.8
381,227,36,HYDROGEN,1333-74-0,100.0
382,228,36,HYDROGEN,1333-74-0,95.9
383,228,24,CARBON MONOXIDE,630-08-0,3.8
384,229,36,HYDROGEN,1333-74-0,83.6
385,230,36,HYDROGEN,1333-74-0,83.6
386,231,36,HYDROGEN,1333-74-0,83.6
387,229,24,CARBON MONOXIDE,630-08-0,15.2
388,230,24,CARBON MONOXIDE,630-08-0,15.2
389,231,24,CARBON MONOXIDE,630-08-0,15.2
390,232,36,HYDROGEN,1333-74-0,100.0
391,233,22,CARBON DIOXIDE,124-38-9,15.2
392,233,36,HYDROGEN,1333-74-0,83.6
393,234,22,CARBON DIOXIDE,124-38-9,15.2
394,234,36,HYDROGEN,1333-74-0,83.6
395,235,22,CARBON DIOXIDE,124-38-9,15.2
396,235,36,HYDROGEN,1333-74-0,83.6
397,236,22,CARBON DIOXIDE,124-38-9,15.2
398,236,36,HYDROGEN,1333-74-0,83.6
399,237,22,CARBON DIOXIDE,124-38-9,15.2
400,237,36,HYDROGEN,1333-74-0,83.6
402,239,345,ACETIC ANHYDRIDE,108-24-7,100.0
403,240,345,ACETIC ANHYDRIDE,108-24-7,20.0
404,240,1392,BUTYRIC ANHYDRIDE,106-31-0,80.0
405,241,345,ACETIC ANHYDRIDE,108-24-7,20.0
406,241,1392,BUTYRIC ANHYDRIDE,106-31-0,80.0
408,243,345,ACETIC ANHYDRIDE,108-24-7,100.0
409,244,345,ACETIC ANHYDRIDE,108-24-7,100.0
410,245,345,ACETIC ANHYDRIDE,108-24-7,100.0
411,246,338,ETHYL ACETATE,141-78-6,1.0
412,247,338,ETHYL ACETATE,141-78-6,0.99
413,248,250,ACETIC ACID,64-19-7,0.995
414,248,99,WATER,7732-18-5,0.005
416,250,250,ACETIC ACID,64-19-7,0.995
417,250,99,WATER,7732-18-5,0.005
418,251,10,ACETONE,67-64-1,0.99
419,251,99,WATER,7732-18-5,0.01
420,252,250,ACETIC ACID,64-19-7,0.4
421,252,345,ACETIC ANHYDRIDE,108-24-7,0.6
422,253,36,HYDROGEN,1333-74-0,50.0
423,253,24,CARBON MONOXIDE,630-08-0,50.0
424,254,36,HYDROGEN,1333-74-0,83.6
425,254,24,CARBON MONOXIDE,630-08-0,15.2
426,247,99,WATER,7732-18-5,0.01
427,256,250,ACETIC ACID,64-19-7,30.0
428,256,292,ISOBUTYRIC ACID,79-31-2,30.0
429,256,422,PROPIONIC ACID,79-09-4,30.0
430,257,48,METHANOL,67-56-1,21.0
431,257,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,23.0
432,257,1112,"2,2,4,4-TETRAMETHYL-1,3-CYCLOBUTANEDIOL",3010-96-6,49.0
433,257,1483,DIMETHYL TEREPHTHALATE,120-61-6,5.0
434,258,183,ISOPROPYLAMINE,75-31-0,100.0
435,259,36,HYDROGEN,1333-74-0,0.04
436,259,17,AMMONIA,7664-41-7,0.84
437,259,88,PROPANE,74-98-6,0.06
438,259,183,ISOPROPYLAMINE,75-31-0,9.59
439,259,10,ACETONE,67-64-1,0.01
440,259,46,ISOPROPANOL,67-63-0,15.78
441,259,190,DIISOPROPYLAMINE,108-18-9,54.11
442,259,99,WATER,7732-18-5,19.56
443,260,36,HYDROGEN,1333-74-0,18.8
444,260,17,AMMONIA,7664-41-7,44.6
445,260,88,PROPANE,74-98-6,1.2
446,260,183,ISOPROPYLAMINE,75-31-0,12.0
447,260,10,ACETONE,67-64-1,0.2
448,260,46,ISOPROPANOL,67-63-0,2.0
449,260,190,DIISOPROPYLAMINE,108-18-9,2.8
450,261,36,HYDROGEN,1333-74-0,2.0
451,261,17,AMMONIA,7664-41-7,38.0
452,261,88,PROPANE,74-98-6,3.0
453,261,183,ISOPROPYLAMINE,75-31-0,36.0
454,261,10,ACETONE,67-64-1,1.0
455,261,46,ISOPROPANOL,67-63-0,6.0
456,261,190,DIISOPROPYLAMINE,108-18-9,14.0
457,262,183,ISOPROPYLAMINE,75-31-0,16.0
458,262,46,ISOPROPANOL,67-63-0,9.0
459,262,99,WATER,7732-18-5,20.0
460,262,190,DIISOPROPYLAMINE,108-18-9,55.0
461,263,17,AMMONIA,7664-41-7,100.0
462,264,36,HYDROGEN,1333-74-0,0.5
463,264,17,AMMONIA,7664-41-7,42.5
464,264,88,PROPANE,74-98-6,0.4
465,264,183,ISOPROPYLAMINE,75-31-0,29.0
466,264,10,ACETONE,67-64-1,7.8
467,264,46,ISOPROPANOL,67-63-0,5.6
468,264,190,DIISOPROPYLAMINE,108-18-9,14.1
469,265,36,HYDROGEN,1333-74-0,0.5
470,265,17,AMMONIA,7664-41-7,42.5
471,265,88,PROPANE,74-98-6,0.4
472,265,183,ISOPROPYLAMINE,75-31-0,29.0
473,265,10,ACETONE,67-64-1,7.8
474,265,46,ISOPROPANOL,67-63-0,5.6
475,265,190,DIISOPROPYLAMINE,108-18-9,14.1
476,266,183,ISOPROPYLAMINE,75-31-0,53.8
477,266,10,ACETONE,67-64-1,0.9
478,266,46,ISOPROPANOL,67-63-0,9.3
479,266,190,DIISOPROPYLAMINE,108-18-9,21.6
480,266,36,HYDROGEN,1333-74-0,14.4
481,267,183,ISOPROPYLAMINE,75-31-0,40.5
482,267,10,ACETONE,67-64-1,0.6
483,267,46,ISOPROPANOL,67-63-0,7.0
484,267,190,DIISOPROPYLAMINE,108-18-9,16.2
485,267,36,HYDROGEN,1333-74-0,35.6
486,268,36,HYDROGEN,1333-74-0,35.6
487,268,183,ISOPROPYLAMINE,75-31-0,40.5
488,268,190,DIISOPROPYLAMINE,108-18-9,16.2
489,269,36,HYDROGEN,1333-74-0,35.6
490,269,183,ISOPROPYLAMINE,75-31-0,40.5
491,269,190,DIISOPROPYLAMINE,108-18-9,16.2
492,269,10,ACETONE,67-64-1,0.6
493,269,46,ISOPROPANOL,67-63-0,7.0
494,270,183,ISOPROPYLAMINE,75-31-0,40.5
495,270,10,ACETONE,67-64-1,0.6
496,270,46,ISOPROPANOL,67-63-0,7.0
497,270,190,DIISOPROPYLAMINE,108-18-9,16.2
498,270,36,HYDROGEN,1333-74-0,35.6
499,271,36,HYDROGEN,1333-74-0,35.6
500,272,36,HYDROGEN,1333-74-0,0.5
501,272,17,AMMONIA,7664-41-7,42.5
502,272,88,PROPANE,74-98-6,0.3
503,272,183,ISOPROPYLAMINE,75-31-0,29.0
504,272,10,ACETONE,67-64-1,7.8
505,272,46,ISOPROPANOL,67-63-0,5.6
506,272,190,DIISOPROPYLAMINE,108-18-9,14.1
507,273,36,HYDROGEN,1333-74-0,100.0
508,274,36,HYDROGEN,1333-74-0,0.53
509,274,17,AMMONIA,7664-41-7,42.53
510,274,88,PROPANE,74-98-6,0.35
511,274,183,ISOPROPYLAMINE,75-31-0,29.04
512,274,10,ACETONE,67-64-1,7.81
513,274,46,ISOPROPANOL,67-63-0,5.6
514,274,190,DIISOPROPYLAMINE,108-18-9,14.14
515,275,36,HYDROGEN,1333-74-0,0.52
516,275,17,AMMONIA,7664-41-7,42.14
517,275,88,PROPANE,74-98-6,0.35
518,275,183,ISOPROPYLAMINE,75-31-0,28.78
519,275,10,ACETONE,67-64-1,8.65
520,275,46,ISOPROPANOL,67-63-0,5.55
521,275,190,DIISOPROPYLAMINE,108-18-9,14.01
522,276,36,HYDROGEN,1333-74-0,0.53
523,276,17,AMMONIA,7664-41-7,42.53
524,276,88,PROPANE,74-98-6,0.35
525,276,183,ISOPROPYLAMINE,75-31-0,29.04
526,276,10,ACETONE,67-64-1,7.81
527,276,46,ISOPROPANOL,67-63-0,5.6
528,276,190,DIISOPROPYLAMINE,108-18-9,14.14
529,277,36,HYDROGEN,1333-74-0,0.53
530,277,17,AMMONIA,7664-41-7,42.53
531,277,88,PROPANE,74-98-6,0.35
532,277,183,ISOPROPYLAMINE,75-31-0,29.04
533,277,10,ACETONE,67-64-1,7.81
534,277,46,ISOPROPANOL,67-63-0,5.6
535,277,190,DIISOPROPYLAMINE,108-18-9,14.14
536,278,36,HYDROGEN,1333-74-0,1.79
537,278,17,AMMONIA,7664-41-7,33.08
538,278,88,PROPANE,74-98-6,1.05
539,278,183,ISOPROPYLAMINE,75-31-0,15.7
540,278,10,ACETONE,67-64-1,27.56
541,278,46,ISOPROPANOL,67-63-0,5.27
542,278,190,DIISOPROPYLAMINE,108-18-9,15.55
543,279,36,HYDROGEN,1333-74-0,1.79
544,279,17,AMMONIA,7664-41-7,33.08
545,279,88,PROPANE,74-98-6,1.05
546,279,183,ISOPROPYLAMINE,75-31-0,15.7
547,279,10,ACETONE,67-64-1,27.56
548,279,46,ISOPROPANOL,67-63-0,5.27
549,279,190,DIISOPROPYLAMINE,108-18-9,15.55
550,280,36,HYDROGEN,1333-74-0,0.53
551,280,17,AMMONIA,7664-41-7,42.53
552,280,88,PROPANE,74-98-6,0.35
553,280,183,ISOPROPYLAMINE,75-31-0,29.04
554,280,10,ACETONE,67-64-1,7.81
555,280,46,ISOPROPANOL,67-63-0,5.6
556,280,190,DIISOPROPYLAMINE,108-18-9,14.14
557,281,36,HYDROGEN,1333-74-0,1.79
558,281,17,AMMONIA,7664-41-7,33.08
559,281,88,PROPANE,74-98-6,1.05
560,281,183,ISOPROPYLAMINE,75-31-0,15.7
561,281,10,ACETONE,67-64-1,27.56
562,281,46,ISOPROPANOL,67-63-0,5.27
563,281,190,DIISOPROPYLAMINE,108-18-9,15.55
564,282,36,HYDROGEN,1333-74-0,0.53
565,282,17,AMMONIA,7664-41-7,42.53
566,282,88,PROPANE,74-98-6,0.35
567,282,183,ISOPROPYLAMINE,75-31-0,29.04
568,282,10,ACETONE,67-64-1,7.81
569,282,46,ISOPROPANOL,67-63-0,5.6
